age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target,cluster
27,6,1,2,0,237,0,0,1,17,9,44,3,0,0,3,0,3
29,7,1,1,0,766,0,0,0,25,1,264,4,0,0,3,0,0
32,3,1,0,0,2835,0,0,0,8,3,11,5,0,0,3,0,0
24,9,1,1,0,2053,1,0,0,30,5,82,1,0,0,3,0,0
16,4,2,2,0,679,0,1,0,20,1,272,3,0,0,3,0,100
11,4,2,2,0,910,0,0,0,21,8,291,1,0,0,3,1,102
17,4,0,2,0,2874,1,0,2,7,8,923,0,0,0,3,1,102
19,4,2,2,0,1178,0,0,0,7,11,922,1,0,0,3,1,102
7,4,2,2,0,2309,0,0,0,11,1,220,1,69,2,0,0,101
6,1,2,1,0,1784,1,0,0,17,8,207,1,0,0,3,0,3
16,6,1,1,0,655,0,0,2,25,3,34,0,0,0,3,0,0
48,5,1,0,0,2249,0,0,0,14,5,176,0,142,5,0,0,101
9,1,2,0,0,747,1,0,0,12,8,937,1,0,0,3,1,102
18,9,1,1,0,746,1,1,0,8,5,479,0,0,0,3,0,100
15,1,1,1,0,1004,1,0,0,17,8,16,4,311,5,0,0,101
21,4,1,2,0,700,0,0,0,18,1,95,8,0,0,3,0,100
17,0,1,1,0,3175,1,0,0,19,9,361,0,0,0,3,0,3
24,0,2,2,0,1114,0,0,0,30,5,449,1,0,0,3,0,0
40,5,1,1,0,1110,0,0,2,8,6,441,1,0,0,3,0,3
20,1,2,0,0,609,1,0,0,27,4,68,0,0,0,3,0,0
41,4,0,2,0,483,0,0,2,16,6,435,1,0,0,3,0,3
12,9,2,2,0,2637,1,0,0,6,8,82,2,129,1,0,0,101
18,10,1,3,0,1797,0,0,2,18,6,769,1,0,0,3,0,102
28,1,1,1,0,187,0,1,0,3,1,113,0,0,0,3,0,100
19,4,1,2,0,474,0,0,0,28,1,166,1,0,0,3,0,0
11,9,2,1,0,798,1,1,2,26,8,209,0,0,0,3,0,100
8,0,2,1,0,1061,1,1,2,3,6,442,2,0,0,3,0,100
38,9,1,1,0,1253,0,0,0,8,5,648,0,0,0,3,0,102
28,4,1,0,0,253,1,0,1,16,9,98,0,0,0,3,0,3
21,7,1,1,0,1116,1,0,1,11,8,13,0,0,0,3,0,3
16,9,1,1,0,3213,1,0,0,20,9,760,1,143,5,0,0,101
11,0,2,3,0,657,0,0,2,27,8,593,2,0,0,3,0,3
9,1,2,1,0,1578,1,0,2,13,8,280,0,0,0,3,0,3
36,7,1,0,0,1502,0,0,0,6,1,145,2,0,0,3,0,0
33,9,1,3,0,1053,1,1,2,13,8,229,0,0,0,3,0,100
16,1,1,1,0,1306,1,1,0,12,0,492,0,0,0,3,0,100
20,10,2,1,0,2386,1,0,0,3,3,129,0,189,1,1,0,101
16,1,1,1,0,483,1,1,0,11,8,32,1,242,12,0,0,101
10,0,1,1,0,1109,0,0,0,1,3,158,3,0,0,3,0,0
41,4,1,3,0,3466,0,0,0,4,7,62,0,0,0,3,0,0
42,5,2,1,0,469,1,0,2,19,8,119,2,0,0,3,0,3
24,1,1,1,0,612,1,0,2,28,8,283,0,0,0,3,0,3
13,9,0,1,0,337,0,1,0,29,5,111,9,0,0,3,0,100
8,9,1,1,0,749,1,0,0,27,5,773,1,0,0,3,1,102
21,7,0,1,0,485,1,1,2,10,6,60,0,0,0,3,0,100
17,1,2,0,0,775,1,0,2,29,8,518,1,0,0,3,0,3
17,7,1,1,0,1995,1,0,0,16,0,807,0,0,0,3,0,102
33,0,1,1,0,1980,0,0,2,4,6,151,1,0,0,3,0,3
39,4,1,0,0,483,0,0,2,18,8,453,0,0,0,3,0,3
19,1,2,2,0,1796,1,0,0,11,8,175,1,0,0,3,0,3
13,4,2,2,0,1115,1,0,0,19,0,35,0,273,2,0,0,101
28,9,0,2,0,629,1,0,0,11,8,187,0,0,0,3,0,3
17,7,0,1,0,787,0,0,2,8,6,325,1,0,0,3,0,3
16,0,2,1,0,3362,1,0,0,14,8,12,4,0,0,3,0,3
18,9,1,1,0,475,1,0,2,25,8,178,1,0,0,3,0,3
29,7,1,1,0,941,0,0,0,18,1,595,2,0,0,3,0,0
13,7,2,1,0,938,1,0,0,27,5,320,10,0,0,3,0,100
39,6,1,1,0,2219,0,0,0,20,1,105,5,0,0,3,0,0
10,2,2,3,0,1698,1,0,2,18,8,394,2,0,0,3,0,3
18,10,1,1,0,1088,1,0,0,1,3,112,0,218,3,1,0,101
6,0,1,1,0,781,1,0,0,5,8,207,0,274,1,0,0,101
7,1,1,0,0,1137,1,1,2,27,8,395,0,0,0,3,0,100
20,1,1,0,0,510,1,0,2,26,8,60,3,0,0,3,0,3
19,9,1,1,0,912,0,0,0,26,1,152,3,0,0,3,0,0
18,4,1,2,0,3492,1,0,0,29,7,136,7,0,0,3,0,100
28,4,1,1,0,1533,0,0,0,7,8,97,2,294,3,1,0,101
23,7,2,1,0,679,1,0,2,18,8,110,0,0,0,3,0,3
18,4,1,2,0,1110,0,0,0,1,3,283,0,0,0,3,1,102
20,7,1,1,0,764,0,0,0,14,4,358,2,0,0,3,0,0
27,7,1,1,0,1927,0,0,0,17,1,120,7,0,0,3,0,100
14,4,2,2,0,711,1,0,0,17,8,343,0,0,0,3,0,3
14,0,1,1,0,871,1,0,0,27,5,127,2,192,3,0,0,101
47,5,1,1,0,485,0,0,0,13,0,448,0,0,0,3,1,102
19,4,1,2,0,2171,1,0,0,12,8,366,0,0,0,3,0,3
27,7,1,1,0,1235,1,0,2,1,6,170,1,0,0,3,0,3
42,1,1,3,0,2798,0,0,2,10,6,259,0,0,0,3,0,3
13,4,2,2,0,789,0,0,0,7,5,359,0,188,2,0,1,101
32,1,1,0,0,3584,1,0,2,17,10,35,0,0,0,3,0,3
14,4,0,2,0,3007,0,0,0,26,1,86,2,0,0,3,0,0
33,9,1,3,0,337,1,1,0,16,9,346,0,0,0,3,0,100
17,0,2,1,0,2051,1,0,0,24,8,63,1,0,0,3,0,3
16,9,1,1,0,660,1,0,0,12,8,251,0,0,0,3,0,3
29,10,1,1,0,483,0,0,2,18,6,282,0,0,0,3,0,3
33,6,1,1,1,315,0,1,0,27,5,49,2,0,0,3,0,103
20,2,1,1,0,2693,1,0,2,1,6,382,0,0,0,3,0,3
20,7,2,2,0,3177,0,0,0,3,6,350,0,0,0,3,0,0
14,4,2,2,0,483,0,0,0,26,1,119,1,0,0,3,0,0
29,0,0,1,0,707,0,0,0,27,1,941,3,0,0,3,1,102
21,1,1,0,0,1000,1,1,2,25,8,115,0,0,0,3,0,100
14,2,2,2,0,3683,0,0,0,0,11,67,1,0,0,3,0,100
12,0,2,1,0,2866,1,0,2,2,6,157,3,0,0,3,0,3
41,5,1,1,0,2301,0,1,0,13,5,125,2,0,0,3,0,100
7,0,2,1,0,771,1,0,0,20,5,125,2,0,0,3,0,0
12,1,2,1,0,917,1,1,2,22,8,126,0,0,0,3,0,100
16,4,2,2,0,757,0,0,0,1,1,194,1,349,22,1,1,101
35,1,1,1,0,1375,1,0,0,22,5,708,0,0,0,3,0,102
19,4,1,2,1,483,0,0,0,16,5,89,1,0,0,3,0,103
40,7,0,1,0,665,0,0,0,21,1,165,1,0,0,3,0,0
15,9,0,1,0,732,1,1,0,6,8,275,0,0,0,3,0,100
26,1,1,0,0,1849,1,0,2,15,8,94,1,0,0,3,0,3
23,1,1,0,0,3214,1,0,0,11,8,278,1,287,3,0,0,101
34,1,1,0,0,723,1,0,2,25,8,707,1,0,0,3,0,100
18,1,2,1,0,2788,1,0,0,6,0,181,0,221,3,0,0,101
20,1,0,0,0,483,0,0,2,11,6,131,0,0,0,3,0,3
8,7,2,1,0,575,1,0,2,2,6,48,3,0,0,3,0,3
38,5,1,2,0,507,0,1,0,8,5,42,0,0,0,3,0,100
5,8,2,3,0,1045,0,0,0,27,8,160,6,0,0,3,0,100
30,7,2,0,0,686,1,0,0,21,5,132,0,0,0,3,0,0
4,8,2,1,0,734,1,0,0,6,8,204,2,0,0,3,0,3
31,9,1,1,0,360,1,1,0,22,5,71,3,0,0,3,0,100
14,9,2,2,0,1624,1,0,2,22,8,460,1,0,0,3,0,3
39,5,1,2,0,525,0,0,0,28,1,66,3,0,0,3,0,0
16,1,1,1,0,493,1,1,0,10,8,194,1,307,1,0,0,101
29,6,1,1,0,2046,0,0,0,29,4,186,1,0,0,3,0,0
41,1,1,1,0,930,0,0,2,7,6,196,0,380,7,1,0,101
31,1,1,1,0,2975,0,0,0,18,9,144,2,76,7,0,0,101
13,1,2,1,0,536,1,0,2,6,8,444,0,0,0,3,0,3
16,9,1,1,0,2594,0,0,0,12,1,411,4,0,0,3,0,0
34,9,1,2,0,2404,0,0,0,15,5,375,0,187,3,0,0,101
17,9,1,1,0,1895,1,1,0,16,9,51,0,0,0,3,0,100
20,4,1,2,1,26,1,1,2,18,6,69,0,0,0,3,0,103
12,1,1,0,0,486,1,0,2,7,8,145,0,0,0,3,0,3
41,5,0,0,0,363,1,1,2,7,8,87,3,0,0,3,0,100
15,9,2,2,0,3295,1,0,0,0,5,912,0,336,4,2,0,101
11,1,2,1,0,344,1,0,2,3,6,359,0,0,0,3,0,3
33,4,2,2,0,1729,1,0,2,19,6,7,18,0,0,3,0,100
14,9,1,1,0,2725,0,0,0,7,1,48,3,0,0,3,0,0
21,1,2,1,0,657,0,0,0,11,8,15,0,316,2,1,0,101
21,4,0,2,0,749,1,1,0,15,0,89,0,0,0,3,0,100
39,4,1,2,0,512,0,1,0,15,5,292,0,0,0,3,0,100
11,1,1,3,1,645,1,1,0,22,5,582,1,0,0,3,0,103
29,1,0,1,0,508,1,0,0,6,8,164,0,0,0,3,0,3
28,3,1,0,0,751,0,0,0,7,1,186,4,0,0,3,0,0
40,5,1,1,0,483,1,0,2,25,8,75,0,0,0,3,0,3
19,9,1,1,0,2266,0,0,2,19,6,165,1,0,0,3,0,3
24,1,2,1,0,864,1,0,0,12,8,292,0,0,0,3,0,3
26,4,1,2,0,766,1,1,0,9,5,107,4,0,0,3,0,100
32,3,1,1,0,677,0,0,0,21,1,166,1,0,0,3,0,0
19,7,1,1,0,875,1,1,0,12,8,93,0,308,1,0,0,101
9,9,2,2,0,2914,0,0,0,29,0,581,0,0,0,3,0,0
22,1,1,0,0,720,0,0,2,19,6,4,2,0,0,3,0,3
13,0,2,1,1,487,1,1,0,7,5,142,0,0,0,3,0,103
19,1,1,2,0,841,0,1,0,6,1,1079,1,0,0,3,0,102
40,5,1,1,0,1637,0,0,0,7,5,618,0,117,1,0,0,101
20,3,0,1,0,553,0,0,0,26,4,162,3,57,4,2,1,102
18,4,1,2,0,1020,0,0,0,10,1,174,0,0,0,3,0,0
40,9,1,1,0,1815,1,0,0,11,1,108,2,0,0,3,0,0
16,1,1,0,0,141,1,1,0,7,5,223,0,0,0,3,0,100
26,1,1,0,0,625,1,0,2,6,8,151,0,0,0,3,0,3
35,10,1,1,0,577,0,0,0,9,1,490,0,142,14,2,1,101
42,5,0,2,0,1433,1,0,0,14,4,293,2,298,1,0,1,101
5,1,2,1,0,396,1,0,2,13,8,165,2,0,0,3,0,3
36,9,0,1,0,3390,1,0,2,18,8,233,6,0,0,3,0,100
42,4,1,2,0,3140,0,0,1,3,9,397,0,0,0,3,1,102
40,4,0,2,0,2974,0,0,0,21,8,119,0,0,0,3,0,0
12,7,2,1,0,730,1,0,0,12,8,85,0,0,0,3,0,3
12,4,1,2,0,870,0,0,0,12,1,155,0,0,0,3,0,0
8,8,2,2,0,485,0,0,0,9,1,119,0,67,2,0,0,101
11,0,1,1,0,3220,1,0,2,27,8,115,1,0,0,3,0,3
28,9,0,1,0,316,1,0,2,1,6,124,0,0,0,3,0,3
28,9,1,1,0,831,1,1,2,4,8,125,0,0,0,3,0,100
27,1,1,0,0,3623,0,0,0,3,1,165,1,0,0,3,0,0
22,1,1,1,0,483,1,0,0,10,8,52,0,0,0,3,0,3
18,4,2,2,0,709,0,1,0,6,1,334,3,0,0,3,0,100
41,5,1,0,0,483,0,0,0,21,1,345,0,0,0,3,0,0
11,4,1,2,0,3593,1,0,0,11,8,320,0,301,2,0,0,101
11,0,1,1,0,593,0,1,0,10,5,112,0,0,0,3,0,100
24,4,0,2,0,3138,0,0,0,15,5,98,5,49,14,2,0,101
12,4,2,1,0,751,0,1,0,6,5,955,1,0,0,3,0,100
32,7,1,1,0,1418,0,1,0,13,1,725,3,0,0,3,0,100
24,1,0,1,0,1147,1,0,0,14,5,417,7,0,0,3,0,100
7,7,1,1,0,394,1,0,0,5,8,141,0,0,0,3,0,3
15,1,0,0,0,872,1,0,2,8,8,654,1,0,0,3,1,102
11,1,1,1,0,2613,1,0,0,19,0,17,4,0,0,3,0,0
25,10,1,1,0,992,1,1,1,4,3,189,4,151,5,1,0,101
36,0,1,1,0,2742,1,0,1,17,1,69,3,0,0,3,0,0
17,9,2,1,0,665,0,0,0,0,11,513,1,94,2,0,0,101
42,4,1,2,0,519,1,0,2,15,8,192,2,0,0,3,0,3
14,7,1,1,0,483,1,0,0,24,5,81,9,0,0,3,0,100
19,6,1,2,0,1276,1,0,0,18,9,92,0,131,1,1,0,101
12,4,2,2,1,518,0,0,0,29,5,183,3,0,0,3,0,103
15,4,1,2,0,1949,1,0,2,26,8,340,3,0,0,3,0,3
18,4,1,2,0,483,1,0,0,20,9,70,2,15,4,2,0,101
13,7,2,1,0,607,0,0,0,3,8,198,0,56,1,0,0,101
39,1,1,1,0,703,1,0,2,8,8,120,1,0,0,3,0,3
19,1,1,1,0,483,1,0,0,14,5,127,1,0,0,3,0,0
49,5,1,0,0,1065,0,0,0,16,1,107,0,0,0,3,0,0
27,9,1,1,0,1119,1,0,2,12,8,190,0,0,0,3,0,3
34,9,0,1,0,1394,0,0,2,0,5,84,0,0,0,3,0,3
41,4,1,0,0,2335,1,0,0,16,0,28,0,0,0,3,0,0
28,1,1,0,0,540,1,0,0,15,0,759,0,0,0,3,0,102
17,9,1,1,0,131,1,0,0,27,5,485,3,0,0,3,0,0
10,0,2,1,0,2300,1,0,0,17,8,1074,0,0,0,3,1,102
31,4,1,1,0,3106,0,0,2,11,6,111,0,0,0,3,0,3
12,9,1,2,0,1699,0,0,0,17,2,246,5,0,0,3,0,0
38,3,1,0,0,483,0,0,0,25,1,100,1,0,0,3,0,0
13,4,2,2,0,1926,0,0,0,29,0,325,1,0,0,3,1,102
16,1,2,1,1,35,1,0,2,7,8,209,2,0,0,3,0,103
33,1,1,1,0,483,1,1,0,21,5,122,1,0,0,3,0,100
18,4,1,2,0,505,0,0,0,1,10,89,1,0,0,3,0,0
6,1,2,1,0,257,1,0,0,17,8,501,0,0,0,3,0,3
11,3,2,1,0,1198,1,0,2,7,8,89,2,0,0,3,0,3
23,4,1,1,0,524,1,0,0,7,8,175,1,315,6,1,0,101
27,0,1,1,0,767,0,0,0,5,3,6,4,0,0,3,0,0
23,0,2,1,0,913,1,0,0,15,0,256,0,0,0,3,0,0
17,6,2,2,0,554,0,0,0,14,6,641,0,0,0,3,1,102
14,4,2,2,0,746,1,0,2,8,8,209,1,0,0,3,0,3
21,6,1,1,0,649,1,1,0,16,5,328,0,0,0,3,0,100
16,0,1,1,0,1971,0,0,2,19,8,421,0,0,0,3,0,3
18,9,2,1,0,1921,1,0,2,1,6,162,0,0,0,3,0,3
13,7,2,1,0,704,1,0,0,12,8,166,1,0,0,3,0,3
17,7,2,1,0,532,0,0,0,29,4,344,0,0,0,3,0,0
11,1,1,1,0,559,1,0,0,5,3,196,2,0,0,3,0,0
15,6,2,2,0,544,0,0,0,18,1,784,2,0,0,3,1,102
17,10,1,2,0,397,1,0,0,17,5,352,0,0,0,3,0,0
21,2,1,2,1,484,1,1,2,28,8,100,0,0,0,3,0,103
19,1,1,0,0,880,1,1,2,19,8,307,0,0,0,3,0,100
15,7,1,1,0,193,1,0,0,8,5,123,0,0,0,3,0,0
17,4,2,2,0,3258,1,0,0,21,7,213,0,0,0,3,1,102
17,4,1,2,0,1226,1,0,0,17,1,231,11,0,0,3,0,100
15,9,1,1,0,485,0,0,0,27,1,383,6,0,0,3,0,100
20,1,1,1,0,704,1,1,0,6,5,162,4,0,0,3,0,100
16,4,0,2,0,2562,0,0,0,9,3,312,1,117,4,1,1,102
30,2,1,2,0,483,0,1,0,7,1,83,8,0,0,3,0,100
27,4,1,2,0,493,0,0,0,25,1,131,6,0,0,3,0,100
42,7,1,1,0,2551,0,0,0,13,1,153,1,0,0,3,0,0
13,6,2,1,0,483,1,0,0,14,5,362,1,0,0,3,0,0
28,1,1,1,0,602,1,1,0,28,4,119,0,214,3,0,0,101
14,7,2,1,0,634,1,0,0,24,8,156,1,0,0,3,1,102
12,1,1,1,0,1138,1,0,0,16,0,97,2,222,1,0,0,101
12,9,1,2,0,564,0,0,0,27,1,49,0,0,0,3,0,0
25,4,1,2,0,2466,1,0,0,13,1,299,4,0,0,3,0,0
11,9,2,1,0,595,0,0,0,11,3,326,1,144,4,2,1,102
38,1,1,0,0,855,1,0,0,11,8,177,0,301,1,0,0,101
15,0,1,1,0,1269,1,0,1,5,0,214,0,0,0,3,0,0
22,2,1,2,0,2810,0,0,2,8,6,220,2,0,0,3,0,3
26,4,1,1,0,521,1,0,2,14,8,150,1,0,0,3,0,3
23,4,0,2,0,2013,0,0,0,21,0,312,0,195,13,0,1,101
8,0,2,1,0,1242,0,0,0,14,10,455,1,0,0,3,1,102
17,1,1,1,0,1083,1,0,0,16,0,471,1,0,0,3,0,0
39,9,1,1,0,483,0,0,0,28,5,107,1,0,0,3,0,0
32,1,1,0,0,762,1,0,2,17,6,59,22,0,0,3,0,100
27,1,2,1,0,625,0,0,2,4,6,199,0,0,0,3,0,3
15,7,0,1,0,809,1,0,2,6,8,107,0,0,0,3,0,3
22,1,2,0,0,2272,1,0,1,13,8,5,6,0,0,3,0,100
40,0,1,0,0,483,0,0,0,18,1,107,5,0,0,3,0,0
13,9,1,1,0,2087,1,0,2,8,8,211,1,0,0,3,0,3
13,1,1,0,0,829,0,0,1,19,9,19,0,0,0,3,0,3
14,0,1,1,0,3089,0,0,1,20,9,67,1,0,0,3,0,3
40,1,1,0,0,559,1,0,2,4,8,154,1,0,0,3,0,3
35,4,0,2,0,3330,1,0,0,30,1,104,0,24,1,0,0,101
27,4,1,2,0,1157,1,0,0,11,8,251,2,286,2,0,0,101
24,4,1,2,0,519,0,0,0,13,1,364,1,0,0,3,0,0
40,5,1,1,0,1446,0,0,0,24,5,44,0,0,0,3,0,0
17,6,1,1,0,755,0,0,2,19,6,26,3,0,0,3,0,3
18,4,1,2,0,682,0,0,0,27,1,129,0,0,0,3,0,0
26,9,1,1,0,1403,1,0,0,3,1,188,0,0,0,3,0,0
29,9,0,1,0,1169,0,0,0,19,1,62,1,0,0,3,0,0
22,9,2,2,0,1295,1,0,0,19,0,36,0,287,1,1,0,101
40,5,1,1,0,640,1,1,0,1,3,154,4,0,0,3,0,100
15,1,1,1,0,1536,1,0,0,5,0,397,1,0,0,3,0,0
35,4,1,2,0,1273,0,0,0,17,9,88,0,0,0,3,0,0
38,7,0,1,0,622,0,0,0,9,5,171,0,0,0,3,0,0
34,4,1,1,0,2694,0,0,2,4,6,232,2,0,0,3,0,3
17,4,2,2,0,1092,0,0,0,10,9,156,0,156,1,0,0,101
18,4,1,1,0,878,1,0,0,6,8,325,3,0,0,3,0,3
30,7,1,1,0,2456,1,0,0,5,8,180,1,306,1,0,0,101
37,4,1,1,0,3243,0,0,2,17,6,190,0,0,0,3,0,3
13,4,2,2,0,1205,1,0,0,26,0,343,0,348,1,1,0,101
25,1,1,1,0,2718,1,0,1,19,9,103,1,145,3,1,0,101
21,10,1,1,0,1946,0,0,2,19,6,262,5,0,0,3,0,3
11,4,2,2,0,1206,1,0,2,8,8,198,2,0,0,3,0,3
30,1,1,1,0,1038,1,0,1,4,3,691,7,0,0,3,0,100
14,1,1,1,0,2402,1,0,0,23,5,600,0,0,0,3,0,0
24,1,1,0,0,332,1,0,2,14,8,295,2,0,0,3,0,3
15,0,1,1,0,588,1,0,2,25,8,120,3,0,0,3,0,3
41,5,1,1,0,539,0,0,2,4,6,394,0,0,0,3,0,3
16,10,1,1,0,2249,1,1,0,6,8,368,0,0,0,3,0,100
29,1,0,0,0,608,1,0,2,2,6,1075,1,0,0,3,1,102
20,9,0,2,0,1264,1,0,2,25,8,87,1,0,0,3,0,3
7,0,2,1,0,579,1,0,2,8,8,174,1,0,0,3,0,3
16,1,2,1,0,383,1,0,2,27,8,288,0,0,0,3,0,3
19,9,1,1,0,889,1,0,0,10,5,139,1,0,0,3,0,0
27,9,1,1,0,2056,0,0,0,1,3,195,0,197,2,1,0,101
12,4,2,2,0,2818,1,0,2,22,8,466,1,0,0,3,0,3
30,1,1,1,1,483,1,1,0,6,8,273,0,0,0,3,0,103
22,0,1,1,0,1004,1,1,2,7,8,594,2,0,0,3,0,100
23,4,1,1,0,700,1,0,2,15,8,245,0,0,0,3,0,3
35,9,2,3,0,3190,0,0,0,20,9,300,0,0,0,3,0,0
16,9,1,1,0,875,1,0,0,14,8,312,1,138,6,1,0,101
17,2,2,2,0,419,1,1,2,14,8,201,3,0,0,3,0,100
9,9,2,1,0,705,0,1,0,28,4,251,1,153,3,2,0,100
39,2,1,0,0,489,1,0,0,23,5,124,5,0,0,3,0,0
24,4,1,2,0,483,1,0,0,8,5,96,0,0,0,3,0,0
16,0,1,1,0,517,1,0,2,12,8,186,2,0,0,3,0,3
27,4,1,2,0,579,1,0,0,19,9,165,0,92,1,0,0,101
55,5,1,0,0,1756,0,0,1,24,10,252,0,62,6,0,0,101
12,7,1,1,0,753,1,0,2,14,8,363,0,0,0,3,0,3
23,0,1,1,0,550,0,0,0,19,0,183,1,111,2,0,0,101
38,7,1,1,0,2983,1,0,2,8,6,462,5,0,0,3,0,3
32,9,0,2,0,655,0,1,2,4,8,96,0,0,0,3,0,100
34,7,1,1,0,294,0,1,0,28,5,99,3,0,0,3,0,100
37,9,1,1,0,1455,1,1,2,26,8,222,0,0,0,3,0,100
14,9,2,1,0,3305,1,0,0,5,8,156,0,128,1,2,0,101
34,1,1,1,0,1474,0,0,0,22,5,57,0,0,0,3,0,0
30,7,2,1,0,2514,0,0,0,18,9,440,0,0,0,3,0,0
14,4,2,2,0,3572,1,0,0,10,1,93,1,0,0,3,0,0
41,1,1,0,0,497,1,1,2,19,8,353,0,0,0,3,0,100
40,4,1,2,0,483,0,0,0,29,5,118,1,0,0,3,0,0
18,4,1,2,0,2865,0,0,0,3,1,228,0,0,0,3,0,0
34,6,1,1,0,755,0,0,2,6,8,225,0,0,0,3,0,3
12,4,1,2,0,3435,1,0,0,17,7,230,1,247,2,0,1,101
38,7,1,2,0,2780,0,0,0,3,1,122,0,0,0,3,0,0
12,9,0,1,0,2643,1,0,2,20,8,152,3,0,0,3,0,3
21,7,1,1,0,117,0,0,2,5,6,27,0,0,0,3,0,3
27,10,2,0,0,2286,1,0,0,8,3,245,4,0,0,3,0,0
32,4,0,2,0,887,0,0,0,1,0,80,5,0,0,3,0,0
11,6,2,2,0,2709,0,0,0,11,8,428,0,23,3,2,1,102
29,10,0,2,0,1255,0,0,2,19,6,445,1,0,0,3,0,3
8,9,1,1,0,252,1,1,2,4,6,62,1,0,0,3,0,100
38,4,0,2,0,986,0,0,0,8,3,106,1,160,3,1,0,101
17,9,2,2,0,604,0,0,0,19,0,47,4,280,5,0,0,101
10,0,2,1,0,609,0,0,0,15,11,1002,1,0,0,3,1,102
12,6,2,1,0,781,1,0,2,15,8,667,16,0,0,3,0,100
28,9,1,1,0,1908,1,0,0,25,1,104,6,0,0,3,0,100
34,7,0,1,0,483,1,0,0,10,8,241,1,0,0,3,0,3
22,0,1,1,0,1890,1,1,0,16,9,286,1,0,0,3,0,100
29,0,2,1,0,2422,0,0,0,17,9,108,4,0,0,3,0,0
34,5,1,1,0,532,0,1,1,7,5,278,4,0,0,3,0,100
19,1,1,3,0,1361,1,0,0,6,5,337,1,0,0,3,0,0
16,9,2,2,0,666,1,0,0,29,5,85,2,0,0,3,0,0
41,5,1,1,0,3508,1,0,2,28,8,55,1,0,0,3,0,3
30,7,0,1,0,209,1,0,0,11,8,915,2,300,3,1,1,101
19,10,1,2,0,3403,0,0,1,30,1,162,2,63,3,0,0,101
12,1,1,0,0,1536,1,1,0,18,9,745,1,136,1,0,0,101
30,4,2,2,0,673,1,0,0,16,0,220,0,279,1,0,0,101
14,9,1,1,0,1005,0,0,0,18,9,98,0,71,1,0,0,101
12,9,2,1,0,1866,1,0,2,26,8,592,0,0,0,3,0,3
29,4,1,2,0,1098,1,0,0,6,8,48,1,310,3,0,0,101
42,5,0,1,0,995,0,0,0,15,7,261,0,89,9,1,1,101
21,7,1,1,1,75,1,0,0,30,5,421,1,0,0,3,0,103
13,1,2,0,0,1287,1,0,0,16,0,158,0,0,0,3,0,0
34,9,1,1,0,1746,0,0,0,26,10,155,0,0,0,3,0,0
12,9,2,1,0,2706,1,0,0,8,0,718,0,0,0,3,1,102
37,4,0,2,0,3665,1,0,0,22,11,82,0,374,4,0,0,101
8,1,0,1,0,723,1,0,2,15,8,134,0,0,0,3,0,3
20,1,1,1,0,2326,0,0,2,11,6,134,1,0,0,3,0,3
16,9,2,1,0,2208,0,0,0,9,1,354,2,143,2,2,1,102
23,9,1,1,0,939,1,1,2,25,8,179,1,0,0,3,0,100
33,1,1,0,0,2315,0,0,0,6,1,109,1,0,0,3,0,0
18,7,1,1,0,2633,1,0,1,10,8,947,3,0,0,3,0,102
18,7,1,1,0,3076,0,0,0,8,2,147,2,0,0,3,1,102
30,9,1,1,0,581,0,0,0,26,1,144,3,0,0,3,0,0
24,4,1,1,0,1717,0,0,0,22,5,682,1,0,0,3,0,102
26,1,1,0,0,800,0,0,1,21,5,285,1,0,0,3,0,0
19,7,2,1,0,1490,0,0,0,16,7,404,1,20,1,0,1,102
17,4,1,2,0,1407,1,0,2,26,8,243,1,0,0,3,0,3
25,1,1,0,0,2590,0,0,0,2,1,415,1,60,1,1,1,102
45,5,1,1,0,3086,0,0,0,1,11,231,1,0,0,3,1,102
23,2,1,3,0,572,1,0,2,5,8,331,1,0,0,3,0,3
20,4,1,2,0,660,0,0,0,5,1,168,2,0,0,3,0,0
27,4,1,0,0,803,1,0,0,29,5,842,3,0,0,3,0,102
19,1,1,3,0,1361,1,0,0,12,0,117,1,235,2,0,0,101
24,4,2,2,0,1958,0,0,0,17,9,41,1,0,0,3,0,0
18,9,2,1,0,3480,1,0,2,22,8,96,0,0,0,3,0,3
40,2,1,1,0,486,0,0,2,18,6,186,4,0,0,3,0,3
10,7,2,1,0,577,1,0,0,15,0,298,0,0,0,3,0,0
11,1,1,1,0,378,1,0,0,14,8,130,1,310,2,0,0,101
29,9,1,1,0,814,1,0,0,1,3,274,0,224,1,2,0,101
14,9,2,1,0,797,1,0,0,4,3,278,1,0,0,3,0,0
16,3,1,2,0,483,0,0,0,17,1,146,0,49,2,0,1,102
36,4,0,1,0,782,1,0,0,6,8,327,0,129,2,2,0,101
27,3,1,0,0,885,0,0,0,1,0,142,0,0,0,3,0,0
26,0,2,1,0,757,1,0,0,13,8,5,4,318,4,0,0,101
32,4,1,2,0,3115,1,0,2,14,8,436,1,0,0,3,0,3
37,7,1,1,0,668,1,1,2,8,8,239,0,0,0,3,0,100
14,8,2,2,0,696,0,0,0,3,8,115,0,0,0,3,0,0
27,4,1,2,0,560,1,0,0,16,9,57,0,0,0,3,0,3
10,6,2,2,0,704,1,0,0,19,0,11,4,0,0,3,0,0
8,3,1,1,0,496,1,0,0,6,8,130,1,246,1,1,0,101
12,4,1,2,0,2724,0,0,0,6,1,107,5,0,0,3,0,0
14,1,2,1,0,605,1,0,0,7,5,327,3,0,0,3,0,0
