Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,cluster
3,585,0,0,31,6489,0,398,0,0,6,0,1,0,2,0,0,0,102
8,2100,0,0,26,6289,1305,2522,0,3,6,2,1,6,3,2,0,0,102
6,2945,0,0,6,335,0,3101,0,0,6,1,1,8,4,0,0,0,102
1,548,0,0,5,272,0,1690,0,0,5,0,0,3,1,0,0,0,102
1,1812,0,0,98,9508,241,3325,0,0,4,1,1,0,4,2,0,0,102
0,0,0,0,8,1205,0,1335,0,0,6,1,3,0,1,2,0,0,102
4,1335,0,0,4,319,0,3101,0,0,3,2,2,3,0,0,0,0,102
7,2403,0,0,117,8632,265,1343,0,0,1,1,1,5,0,2,0,0,102
0,0,0,0,4,178,0,4164,0,0,7,2,1,5,0,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,5,2,1,2,0,2,1,0,101
2,27,0,0,50,4623,0,374,0,0,5,1,1,2,1,2,0,0,0
0,0,0,0,7,267,1545,4508,0,3,2,1,1,0,2,2,0,0,101
0,0,0,0,6,2042,0,3473,0,0,6,1,4,3,10,2,0,0,101
0,0,0,0,7,628,1545,4317,0,0,1,1,1,6,2,2,1,0,101
1,300,0,0,23,6527,1454,3746,669,0,5,2,1,5,0,2,0,1,100
3,216,5,1152,247,9356,908,2429,0,0,7,0,0,0,1,2,0,0,103
1,262,0,0,24,4538,0,52,0,0,1,0,0,1,1,2,0,0,102
0,0,0,0,7,662,1545,4317,0,0,5,1,4,1,9,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,6,0,0,1,2,0,0,0,101
1,0,0,0,17,3963,1247,4155,0,0,5,1,5,3,0,2,1,0,101
2,288,2,20,20,2425,841,3499,0,0,7,0,0,2,5,2,0,0,101
2,871,0,0,25,3064,1307,3747,0,0,6,2,1,3,2,2,0,0,3
5,2298,3,457,22,6867,1545,3070,1927,0,6,3,1,0,0,2,0,0,103
9,2678,0,0,108,8253,210,2040,0,0,7,1,1,0,2,2,0,1,100
0,0,2,258,9,2334,0,3237,0,0,6,1,1,1,3,0,0,0,102
0,0,0,0,10,641,1841,4740,0,0,3,2,1,2,12,2,0,0,101
0,0,0,0,2,99,0,4673,0,0,6,0,7,2,1,2,0,0,101
1,0,0,0,43,6050,518,3263,395,0,5,2,1,0,5,2,0,0,101
0,0,0,0,3,305,0,4453,0,5,6,2,1,0,19,2,1,0,101
0,0,0,0,9,660,771,2443,0,0,7,2,1,3,1,2,0,0,3
4,477,0,0,3,78,0,2758,0,0,7,1,1,0,5,0,0,0,102
0,0,0,0,4,117,1835,4754,0,3,6,1,4,0,2,2,0,0,101
0,0,0,0,41,2558,1130,3575,0,0,5,1,1,0,2,2,0,0,3
0,0,0,0,15,3193,0,2156,0,0,7,2,1,0,1,2,1,0,102
1,0,1,299,14,3871,1189,3101,2228,0,8,3,1,0,19,2,1,1,100
0,0,0,0,22,1081,1418,4545,0,0,7,1,6,0,0,2,1,0,101
0,0,0,0,4,292,0,4164,0,0,1,1,1,8,1,2,0,0,101
2,2831,0,0,8,606,0,1160,0,0,7,0,0,7,1,2,0,0,102
0,0,0,0,4,185,1725,4539,0,0,6,1,3,0,0,2,1,0,101
0,0,0,0,68,7137,504,3046,0,0,7,1,1,1,12,2,1,0,102
5,1916,1,140,34,8186,1275,3236,283,0,7,2,1,2,1,2,0,0,102
0,0,0,0,10,938,1563,4079,0,0,7,0,0,0,1,2,1,1,101
4,1423,0,0,7,556,0,1464,0,0,9,2,1,0,4,0,0,0,102
16,2262,0,0,46,5634,939,1360,0,0,7,2,1,3,0,2,1,0,102
5,1146,0,0,20,2855,1528,4046,0,0,8,1,1,0,12,2,0,0,101
4,1686,3,336,4,894,0,1690,0,0,5,1,3,0,9,2,0,0,102
3,761,0,0,3,342,0,2156,0,0,6,2,1,0,1,2,0,0,0
0,0,0,0,1,0,1871,4776,0,0,4,1,1,0,2,2,0,0,3
6,1466,0,0,29,2977,0,145,0,0,5,1,1,0,1,0,1,0,102
0,0,0,0,8,387,0,367,0,0,6,0,0,0,3,2,1,0,102
0,0,0,0,8,1045,0,367,0,5,6,0,0,2,1,2,1,0,101
9,2930,0,0,307,9540,1002,2577,212,0,7,1,1,2,1,2,1,1,103
5,893,0,0,25,5772,0,492,1045,0,6,1,1,0,1,0,0,1,100
0,0,0,0,2,0,1871,4776,0,0,6,0,0,0,2,2,0,0,101
0,0,0,0,48,7710,107,2092,0,0,6,3,0,0,3,2,0,0,102
2,1327,0,0,21,5000,952,1690,2691,0,1,0,0,2,1,2,0,0,100
3,65,0,0,36,5033,0,357,0,0,1,1,1,0,9,2,0,0,102
3,318,0,0,53,4703,0,88,0,0,5,1,1,0,1,2,1,0,102
0,0,0,0,1,0,1871,4776,0,0,8,0,0,0,0,0,1,0,101
0,0,0,0,31,5216,0,518,0,0,6,1,5,0,1,2,0,0,102
7,504,0,0,9,3642,0,2758,0,0,8,3,4,2,10,2,0,0,102
0,0,0,0,2,90,0,4164,0,0,5,1,1,6,1,2,0,0,3
7,280,0,0,27,2135,0,3619,0,0,3,1,1,6,3,2,0,0,0
1,49,0,0,11,1266,1725,4453,0,0,7,1,1,3,12,2,1,0,101
0,0,1,421,94,8429,0,358,0,0,7,1,1,1,2,2,0,0,102
0,0,0,0,3,48,0,4453,0,0,7,1,3,1,1,2,1,1,101
0,0,0,0,10,389,0,2443,0,0,7,0,0,0,1,2,1,0,102
2,569,0,0,20,4116,0,244,2429,0,5,1,4,8,1,2,0,1,100
0,0,0,0,65,8787,1192,2145,0,0,7,2,1,0,1,2,1,1,100
8,3259,0,0,203,9116,242,1213,0,0,7,1,1,0,1,2,0,0,103
2,1737,2,1161,117,9139,463,1380,281,0,7,2,1,4,7,2,0,1,103
2,833,0,0,18,3690,952,3142,0,0,6,1,1,0,0,2,0,0,3
0,0,0,0,39,8604,570,3069,0,2,6,3,0,8,2,2,0,0,101
6,1372,0,0,56,4273,183,1573,0,0,7,0,0,0,9,2,1,0,102
0,0,0,0,12,1500,616,2758,0,0,5,1,6,6,0,2,0,0,101
0,0,0,0,57,6992,1666,4274,0,4,6,0,0,1,2,2,0,0,101
2,2184,0,0,6,3271,0,1335,0,0,6,2,1,0,3,0,0,0,102
9,3069,0,0,11,1564,1015,4164,651,0,8,2,1,2,1,2,0,0,102
0,0,0,0,6,211,0,4371,0,0,5,1,1,6,2,2,1,0,101
0,0,0,0,14,594,1752,4550,0,0,6,2,1,0,12,2,0,0,101
0,0,0,0,3,382,0,3473,0,0,1,2,1,2,5,2,0,0,101
0,0,0,0,9,596,0,4453,0,0,5,1,1,0,0,2,0,0,3
7,2516,7,961,15,1009,1718,4219,0,0,6,2,1,2,3,2,0,0,103
4,1094,0,0,3,327,0,1690,0,0,3,1,1,5,4,0,0,0,102
0,0,0,0,19,4737,0,2758,1239,0,1,1,3,2,1,2,1,0,102
0,0,0,0,32,6876,0,1414,1536,0,7,1,1,0,9,2,0,0,102
0,0,0,0,18,2863,1568,3540,0,4,6,1,1,6,2,2,0,0,101
0,0,0,0,11,2975,0,4046,0,0,1,2,1,5,1,0,0,0,102
1,3,0,0,11,3275,0,260,0,0,6,3,1,0,2,2,0,0,0
7,2013,0,0,27,3876,0,0,0,0,0,1,4,0,1,0,1,0,102
2,1294,0,0,8,3476,0,463,0,0,5,0,0,0,1,2,0,0,102
12,3224,4,821,86,8980,606,2899,195,0,1,0,0,0,1,2,0,0,103
0,0,0,0,23,2365,1582,4107,0,0,6,0,0,0,3,2,1,0,101
4,1881,0,0,19,2777,0,2443,0,0,7,0,0,0,3,2,1,0,102
0,0,2,185,89,8647,623,1482,2191,0,6,1,3,2,5,2,1,0,100
14,2061,1,293,52,5482,699,3795,517,0,7,0,0,0,9,2,0,0,103
10,2265,2,91,82,7149,246,802,798,0,6,2,1,2,1,2,0,0,103
0,0,0,0,23,7723,497,2359,0,0,7,0,0,3,0,2,0,0,102
1,279,0,0,19,6885,0,2598,0,0,6,1,1,2,0,2,0,0,0
1,621,0,0,54,5662,137,191,0,0,6,3,1,1,3,2,0,0,0
0,0,0,0,25,3970,1262,3389,0,0,1,1,1,6,0,2,1,0,101
2,38,0,0,38,5002,1663,4450,0,0,4,2,1,1,2,2,0,0,3
0,0,0,0,3,221,1783,4740,0,0,3,2,1,3,2,2,1,0,101
1,3311,0,0,34,7760,0,2,0,0,8,1,1,2,1,2,0,0,102
4,990,0,0,70,7645,871,1801,0,0,7,0,0,0,1,2,0,1,100
0,0,0,0,1,0,1871,4776,0,0,7,3,1,0,7,0,0,0,101
0,0,0,0,10,2974,1391,3577,0,0,4,2,1,1,0,2,0,0,3
0,0,0,0,25,2058,0,559,0,0,9,1,1,2,3,2,0,0,0
7,2164,0,0,27,7058,0,1176,0,1,6,0,0,0,2,2,0,0,102
4,1062,0,0,46,5054,0,1335,0,0,6,0,0,5,3,2,1,0,102
11,1126,2,193,27,3384,0,899,1705,0,8,1,3,0,0,2,0,0,103
15,3151,0,0,152,8669,0,592,543,0,1,1,1,5,0,2,0,1,103
1,13,0,0,6,170,1752,4707,0,0,5,0,0,2,2,2,0,0,101
7,329,0,0,39,4214,0,755,0,0,6,1,1,0,2,2,1,0,102
0,0,0,0,32,7871,0,1145,0,0,7,1,1,0,1,2,0,0,0
1,30,0,0,23,5859,1223,1090,0,0,2,0,0,0,1,2,1,0,102
6,637,0,0,21,4579,0,559,0,0,7,1,4,3,0,2,1,0,102
0,0,0,0,2,0,1871,4776,0,0,6,1,1,2,5,2,0,0,3
3,123,0,0,38,7139,570,2916,674,0,7,1,1,5,12,2,0,0,102
4,2669,0,0,30,6461,0,634,1902,0,6,1,1,3,1,2,0,1,100
4,1108,1,113,26,8095,0,94,2262,0,7,1,5,0,1,2,1,1,100
0,0,0,0,1,0,1871,4776,0,0,1,1,1,0,0,2,0,0,101
5,1473,0,0,21,4635,1048,594,1921,0,1,2,1,2,0,2,0,1,100
0,0,0,0,4,376,0,4164,0,2,6,1,3,1,3,2,0,0,101
0,0,0,0,56,6615,1039,1859,0,0,7,2,1,0,1,2,1,0,102
19,3160,2,842,186,9455,2,1430,249,0,6,1,1,0,1,2,0,0,103
0,0,0,0,2,114,0,4673,0,0,1,1,5,0,10,2,1,0,101
0,0,0,0,22,2207,1715,4201,1767,4,6,1,1,2,3,2,0,1,100
0,0,0,0,6,555,1015,4338,0,0,6,1,1,3,1,2,0,0,3
8,2802,3,311,161,9352,410,498,271,0,3,0,0,2,2,2,0,0,103
4,1389,1,0,39,7056,1392,3486,0,1,6,0,0,2,3,2,0,0,101
12,3284,0,0,118,8497,0,299,1664,0,7,2,1,7,2,2,0,1,100
0,0,2,340,289,9496,1599,4038,0,0,3,2,1,0,2,2,0,0,103
0,0,0,0,5,23,1847,4760,0,3,6,1,3,1,2,2,0,0,101
3,452,5,805,39,5292,1131,1853,0,0,1,0,0,0,1,2,0,0,103
6,1489,0,0,47,4586,506,3092,0,0,0,0,0,3,1,2,0,0,102
5,863,0,0,69,8006,36,2382,0,0,7,1,1,8,1,2,0,0,102
4,643,1,198,12,1754,1230,3751,0,0,0,1,5,3,2,2,1,0,101
0,0,0,0,9,1813,0,2758,0,0,1,0,0,0,2,2,0,0,102
1,592,0,0,27,4371,0,430,0,0,8,1,1,6,1,2,0,0,0
0,0,0,0,4,103,1835,4727,0,0,5,2,1,2,2,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,1,1,1,3,7,0,0,0,101
3,323,0,0,19,5356,841,3285,1093,3,6,0,0,3,2,2,0,1,100
0,0,0,0,22,1607,896,1905,0,0,7,1,3,0,1,2,0,0,101
2,3119,0,0,33,2221,0,522,0,0,8,2,1,6,3,2,0,0,102
0,0,0,0,13,848,1571,2831,0,0,6,0,1,4,1,2,0,0,3
5,1038,0,0,6,250,1725,4229,0,0,1,2,1,4,1,2,0,0,101
0,0,0,0,54,7383,424,1599,0,0,7,1,1,8,1,2,0,0,102
9,1535,0,0,25,3399,715,2105,0,0,6,2,1,2,3,2,1,0,102
6,2393,0,0,54,4396,513,1893,0,0,8,2,1,2,1,2,0,0,0
0,0,0,0,17,2411,0,3178,0,5,6,1,1,0,0,2,1,0,101
0,0,1,0,0,0,1871,4776,0,0,7,0,0,2,14,2,0,0,101
1,1286,0,0,12,1827,0,559,0,0,5,2,1,0,9,2,0,0,102
0,0,0,0,1,0,1871,4776,0,0,6,2,1,0,12,2,0,0,101
0,0,0,0,1,0,1871,4776,0,1,2,1,3,0,2,2,0,0,101
0,0,0,0,39,5981,570,445,0,0,7,2,1,1,9,2,0,1,100
0,0,0,0,7,938,1687,4673,0,0,5,1,1,1,2,2,0,0,3
1,0,0,0,77,8954,1113,2638,1228,0,7,1,1,0,1,2,0,0,102
1,666,0,0,18,1826,1580,3849,0,0,8,1,1,2,3,2,0,0,3
2,49,0,0,45,3261,1604,4268,1153,4,6,1,9,2,1,2,0,0,101
0,0,0,0,3,0,1871,4776,0,3,6,1,1,5,2,2,0,0,101
3,140,0,0,115,8109,0,194,0,0,5,1,4,5,0,2,0,0,102
0,0,0,0,33,6364,1077,4208,0,0,7,1,4,2,0,2,0,1,101
3,243,1,38,58,6490,1015,1496,0,0,7,2,1,0,0,2,1,0,102
0,0,0,0,5,2358,0,2156,0,0,5,0,0,2,1,2,0,0,102
3,132,2,312,30,6906,0,2065,0,0,7,1,1,0,1,2,0,0,102
0,0,0,0,22,4522,0,755,0,0,6,1,3,0,0,2,0,0,102
0,0,0,0,6,2258,1807,4516,0,3,6,2,1,3,2,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,6,1,9,2,0,2,0,0,101
1,2568,0,0,4,1261,0,3837,0,0,6,1,1,1,0,2,1,0,102
5,383,3,535,18,2403,0,2047,0,0,0,1,1,0,3,2,0,0,103
2,379,0,0,19,4510,0,755,1554,0,6,1,1,0,1,2,0,1,100
4,2324,0,0,13,1005,1667,4246,0,0,9,2,1,0,0,2,0,0,3
0,0,1,0,20,3429,1214,4207,0,0,9,1,1,0,0,2,0,0,101
0,0,0,0,41,8591,1595,4166,0,0,9,1,3,2,0,2,0,0,101
1,179,0,0,17,7008,0,187,0,0,6,1,4,8,3,0,0,0,102
0,0,0,0,4,1829,1835,4754,0,0,5,1,1,0,12,2,0,0,101
1,190,4,622,23,3832,1150,2216,1611,0,6,1,1,7,0,2,0,0,103
2,125,6,668,82,7179,518,2781,0,0,1,2,1,2,1,2,0,0,103
2,1676,0,0,28,6051,0,492,0,0,6,0,1,5,3,2,1,0,102
7,1390,1,523,159,8955,127,588,584,0,3,1,9,1,1,2,0,0,103
0,0,0,0,1,0,1871,4776,0,0,6,1,1,5,12,2,0,0,101
3,431,0,0,55,5324,0,86,0,0,5,3,1,0,1,0,0,0,102
2,43,0,0,12,6680,1456,3950,1991,4,6,1,1,0,0,2,0,0,101
3,811,0,0,36,8004,0,295,1821,0,5,1,9,1,1,2,1,1,100
0,0,3,687,57,6122,0,693,0,0,7,2,1,2,1,2,1,1,103
2,662,0,0,8,3182,0,1690,0,0,9,2,1,8,1,0,0,0,102
3,1275,0,0,2,464,0,2758,0,0,1,7,12,8,19,1,0,0,102
0,0,2,65,1,0,1783,4740,0,0,7,0,0,0,1,2,0,0,101
9,1959,2,484,60,6326,0,129,2469,0,1,1,1,6,1,2,0,1,100
7,2857,1,883,85,7909,725,1765,940,0,1,2,1,0,1,2,0,0,103
0,0,0,0,20,2719,1391,3837,0,0,5,1,1,0,0,2,0,0,3
4,525,1,373,22,7027,0,774,0,0,5,2,1,2,8,2,1,0,102
0,0,0,0,30,2915,1603,4528,0,0,6,1,1,6,5,2,0,0,3
4,407,0,0,34,4301,0,1227,0,3,6,1,1,0,3,2,0,0,102
0,0,2,175,39,4763,952,2156,0,0,9,0,0,0,3,2,0,0,102
6,1182,0,0,7,403,715,4186,0,0,1,1,4,6,1,2,0,1,101
0,0,0,0,65,8176,0,2506,0,0,7,1,1,0,1,0,0,0,102
6,2162,2,916,50,7199,1015,2460,933,0,6,1,1,2,0,2,0,0,103
1,248,0,0,18,5703,0,993,2365,0,1,1,3,6,1,0,0,1,100
7,2029,0,0,17,4246,0,306,0,0,5,2,1,3,1,2,0,0,0
2,117,0,0,15,7189,0,230,0,0,7,1,1,8,1,2,0,0,102
0,0,0,0,13,732,1571,4554,0,0,7,0,1,0,0,2,1,0,101
7,1488,1,66,20,1967,0,746,0,0,8,1,1,2,1,0,0,0,102
0,0,0,0,55,5026,1004,2814,0,0,7,1,1,5,0,2,1,0,101
2,312,0,0,19,6662,1699,4588,0,0,8,2,1,8,12,2,0,0,101
4,49,0,0,28,3424,0,1690,0,0,3,0,1,0,3,2,0,0,0
0,0,0,0,29,7377,0,0,2624,0,8,3,0,4,1,2,0,1,100
4,1242,1,5,16,4971,0,2350,0,0,7,2,1,5,1,2,0,0,102
0,0,0,0,3,1799,0,0,1905,0,7,2,5,2,1,2,1,1,100
1,578,0,0,31,6717,0,2490,0,0,1,1,1,2,0,2,0,0,102
0,0,0,0,2,0,1871,4776,0,0,7,0,0,0,2,2,1,0,101
6,260,0,0,44,7155,1554,4293,1287,3,6,1,1,3,5,2,0,0,101
3,911,0,0,10,1975,0,1495,0,0,2,0,0,1,2,2,0,0,102
5,2941,4,241,81,8029,1163,3108,0,0,7,2,1,2,1,2,1,0,103
0,0,0,0,28,4277,1626,4467,0,0,1,1,1,3,0,2,0,0,101
0,0,1,1231,1,6361,0,4673,0,0,5,1,1,0,1,2,0,0,103
5,308,2,20,7,3447,0,4427,0,0,3,0,0,0,1,2,1,1,100
0,0,0,0,21,3024,921,3473,0,0,7,1,3,2,9,2,0,1,101
0,0,0,0,1,0,1871,4776,0,0,5,1,1,0,0,2,0,0,3
0,0,0,0,12,2784,518,4599,0,0,1,1,1,0,1,2,0,0,101
8,3206,3,753,45,7276,1057,3003,707,0,1,0,0,2,0,2,0,0,103
0,0,0,0,6,2998,0,2156,2549,0,5,0,1,8,1,2,1,1,100
4,2479,0,0,3,1029,0,535,0,0,5,2,1,2,7,0,0,0,102
1,0,0,0,21,4940,0,755,0,0,9,1,1,0,1,0,0,0,102
4,996,3,347,77,8735,263,842,1270,0,7,2,1,2,2,2,0,1,103
0,0,0,0,4,649,0,2758,0,0,6,2,1,0,3,2,1,0,101
0,0,0,0,37,5343,616,2668,0,0,7,1,1,6,1,2,1,0,102
4,2778,0,0,27,5066,1142,2443,0,0,7,2,1,2,0,2,1,0,102
0,0,0,0,5,265,0,3837,0,0,1,1,1,5,1,2,1,0,101
4,752,0,0,37,8005,570,2098,0,0,5,2,1,1,0,2,1,0,102
3,1389,0,0,8,607,0,398,0,0,6,0,0,3,4,0,1,0,102
1,38,2,196,37,6589,1377,3905,0,5,6,1,1,0,5,2,1,0,101
3,231,0,0,3,49,1545,3946,0,0,4,2,1,5,4,0,0,0,101
0,0,0,0,13,2022,1230,4059,0,0,4,1,1,2,2,2,0,0,3
0,0,0,0,16,1946,1492,3705,0,0,7,0,7,8,1,2,0,0,101
8,2247,2,558,71,8000,688,2824,0,0,7,2,1,0,1,2,1,1,103
3,726,0,0,12,4758,1230,3300,0,0,7,1,1,8,2,2,0,0,101
0,0,0,0,3,72,1783,4673,0,3,6,1,1,0,2,2,0,0,101
3,143,0,0,3,5865,0,3837,1008,0,9,1,1,0,0,2,1,1,100
5,1741,0,0,15,7474,841,3777,0,0,7,2,1,6,12,2,0,1,100
7,1450,1,13,25,3978,1163,1297,466,0,6,0,1,2,3,0,0,0,102
0,0,0,0,23,4622,0,1164,0,0,7,2,1,2,1,2,0,0,0
7,2098,0,0,54,9442,1034,3799,0,0,5,1,1,5,0,2,0,0,0
8,1740,0,0,70,7626,0,673,2492,0,7,1,3,4,1,2,0,0,100
2,132,1,229,22,3558,0,594,0,0,5,1,1,0,1,0,1,0,102
0,0,0,0,11,2794,1528,2838,0,0,1,2,1,5,1,2,1,0,101
1,668,0,0,28,4764,0,406,0,0,9,2,1,0,5,2,0,0,0
0,0,0,0,6,552,0,3473,0,0,1,7,12,8,19,1,0,0,101
1,1835,0,0,3,555,0,1690,0,1,6,2,1,2,3,2,0,0,102
4,2665,0,0,10,1976,0,1495,0,0,7,1,1,5,1,0,0,0,102
1,86,0,0,15,1488,0,1335,0,0,7,3,0,0,2,0,0,0,102
7,1598,2,236,30,5476,0,1155,1709,0,7,1,1,3,1,2,0,0,103
0,0,0,0,1,0,1871,4776,0,0,5,1,1,1,0,2,0,0,3
1,506,0,0,68,8457,382,945,371,0,5,0,0,1,0,2,0,0,102
0,0,0,0,8,1158,0,2758,0,0,5,1,1,0,9,2,0,0,101
0,0,0,0,15,1788,0,271,2376,0,6,2,1,3,3,2,0,1,100
3,906,0,0,30,8108,715,486,1685,0,1,1,4,0,1,0,1,1,100
5,1018,0,0,26,5856,0,385,2194,0,6,1,1,0,0,2,0,1,100
1,2246,0,0,3,674,0,2758,0,0,1,1,1,0,1,0,0,0,102
3,470,0,0,16,936,1648,4370,0,0,8,0,0,5,4,2,1,0,101
4,2899,0,0,16,5145,0,282,0,0,7,2,1,1,19,2,1,0,102
1,195,2,208,12,2703,677,2526,0,0,7,2,1,0,7,0,0,0,102
1,229,0,0,9,2763,0,2443,1479,0,6,1,1,7,1,2,1,1,100
0,0,0,0,2,0,1871,4776,0,0,7,1,9,1,9,2,0,0,101
4,300,3,1183,23,3233,0,1489,1772,3,6,1,5,0,1,2,0,1,103
1,105,0,0,10,2174,0,367,0,0,1,2,1,7,7,0,0,0,102
0,0,0,0,5,741,0,3837,0,0,8,1,3,8,1,2,0,0,101
0,0,0,0,5,6279,1869,4773,0,0,7,2,1,5,0,2,0,0,3
0,0,1,0,12,3761,0,4164,0,0,5,0,0,0,1,2,0,0,101
0,0,0,0,1,63,0,4673,0,0,1,1,3,2,0,2,0,0,101
2,56,0,0,17,1244,1464,3741,0,0,4,0,0,2,3,2,0,0,101
0,0,0,0,12,5723,1478,4241,0,0,5,0,0,5,2,2,0,0,101
4,603,0,0,53,7191,771,2553,2260,0,1,0,0,1,1,2,0,1,100
0,0,3,1044,44,7953,0,32,2289,0,6,0,0,7,1,2,1,1,103
9,2668,4,718,71,8271,0,107,0,0,5,1,1,0,7,0,1,0,103
3,430,0,0,137,8386,250,990,0,0,8,1,3,8,1,2,0,0,102
7,1199,2,8,131,9163,449,1244,705,0,7,1,0,0,1,2,0,1,100
0,0,0,0,3,319,1835,4673,0,0,6,2,1,5,12,2,0,0,101
0,0,0,0,27,7570,1640,3971,0,4,6,1,1,0,2,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,7,3,0,0,2,0,0,0,101
0,0,0,0,3,1237,1843,4673,0,1,6,2,1,1,12,2,0,0,101
4,577,0,0,7,1234,0,3473,1922,0,9,1,1,8,2,2,0,0,100
5,2225,2,290,33,5088,0,2519,0,0,6,2,1,6,5,2,0,0,102
0,0,0,0,6,308,0,3473,0,0,5,1,1,6,0,2,0,0,3
10,2359,2,1066,14,1773,0,2315,1897,0,6,1,3,3,1,2,0,1,103
0,0,0,0,21,2298,0,697,0,0,7,1,1,0,12,2,0,0,102
3,799,0,0,3,83,1603,4453,0,0,5,1,1,6,1,0,1,0,101
0,0,0,0,9,2852,1643,4453,0,0,1,1,3,0,0,2,0,0,101
5,3334,6,1257,301,9550,76,3024,0,0,1,1,1,0,1,2,0,0,103
0,0,0,0,8,2991,0,4164,0,0,7,1,1,3,19,1,0,0,101
0,0,0,0,11,2657,0,2679,0,0,7,2,2,2,10,0,0,0,102
0,0,0,0,3,221,0,4453,0,0,0,0,0,2,2,2,1,0,101
8,2264,0,0,84,8216,633,3166,412,0,4,0,0,1,1,2,0,0,102
2,70,0,0,26,3554,0,463,0,4,6,1,3,0,1,0,0,0,102
1,0,0,0,1,345,1835,4673,0,0,8,2,1,0,3,2,0,0,3
1,217,0,0,33,5649,0,2276,0,0,0,1,4,5,0,2,0,0,102
9,3231,4,360,132,8861,1115,2533,839,0,7,2,1,2,1,2,1,1,103
0,0,0,0,13,1360,1537,3771,0,2,6,0,0,2,1,2,0,0,101
0,0,0,0,7,61,1687,4673,0,4,6,1,3,0,2,2,0,0,101
0,0,0,0,12,1398,1230,4256,0,0,6,1,1,3,13,2,1,0,101
0,0,0,0,65,6821,0,2197,0,0,7,1,5,1,10,2,1,0,102
0,0,4,588,45,6392,1086,3369,0,0,1,0,0,2,1,2,1,0,103
0,0,0,0,22,2161,518,2510,0,0,7,1,1,0,0,2,1,1,100
0,0,0,0,16,3943,0,1335,0,0,6,1,1,0,1,2,0,0,0
2,226,0,0,4,353,0,3101,0,0,0,1,1,6,3,2,0,0,101
0,0,0,0,28,4713,0,463,1408,0,7,3,0,5,1,0,0,1,100
0,0,0,0,0,0,1871,4776,0,0,6,1,1,7,2,2,0,0,3
0,0,0,0,12,1507,1725,4593,0,0,1,0,0,0,2,2,1,0,101
0,0,0,0,14,1973,0,1200,2333,0,8,1,1,0,2,2,1,1,100
8,3204,1,125,59,6788,978,3301,1106,0,6,1,3,3,1,2,1,0,103
5,2643,0,0,23,5303,1324,3803,0,0,0,1,1,4,0,2,0,0,102
7,1831,6,901,40,5571,864,2727,0,0,1,0,0,2,1,2,0,0,103
7,2055,2,168,52,7347,1314,3216,0,0,6,1,1,1,12,2,0,0,103
0,0,0,0,7,417,0,4317,0,4,6,1,1,2,0,2,0,0,101
2,2370,1,180,95,9089,474,1490,526,0,6,1,1,0,5,2,0,1,100
1,481,0,0,19,4507,0,145,0,0,7,2,2,4,10,2,1,0,102
8,1312,0,0,14,2091,0,2758,0,0,1,1,1,6,2,2,0,0,102
0,0,0,0,4,288,0,2758,0,0,1,1,1,0,9,2,0,0,101
1,49,0,0,11,2035,1279,3473,0,0,5,1,1,1,1,2,1,0,101
0,0,0,0,3,196,0,4453,0,0,3,1,1,2,0,2,0,0,3
1,43,0,0,19,4822,874,3440,0,0,7,2,1,0,2,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,4,0,0,8,4,2,0,0,101
0,0,0,0,13,2118,0,996,0,0,7,2,1,2,1,0,1,0,102
0,0,0,0,6,530,1835,4711,0,0,5,2,1,0,0,2,1,0,101
2,2073,1,234,30,6472,0,2322,0,0,5,1,4,0,2,2,0,0,102
2,1210,0,0,9,473,1333,3640,0,0,1,2,1,2,1,0,0,0,102
0,0,0,0,1,0,1871,4776,0,0,6,0,0,0,0,2,0,0,101
0,0,2,379,187,9210,388,1648,0,0,7,1,1,0,1,2,0,0,103
0,0,0,0,1,0,1871,4776,0,0,4,0,0,0,2,2,0,0,101
0,0,0,0,12,847,0,94,0,5,6,2,1,0,1,2,1,0,101
5,1139,0,0,44,3766,771,3127,0,0,1,2,1,8,12,2,0,0,102
0,0,0,0,5,413,0,3837,0,0,0,1,3,0,0,2,0,0,101
0,0,0,0,25,3155,0,154,0,4,6,1,1,0,3,2,0,0,102
7,1636,1,512,26,4017,0,125,0,0,5,1,3,0,1,2,0,0,102
0,0,0,0,25,1958,1099,3387,0,0,6,1,1,4,5,2,0,0,3
2,38,0,0,48,8051,484,285,0,0,6,1,4,6,3,2,0,0,102
0,0,0,0,4,705,1867,4772,0,0,7,2,1,3,12,2,1,0,101
5,1869,0,0,191,9059,601,2425,1482,0,7,1,1,0,0,2,0,0,103
0,0,0,0,6,1475,1816,4692,0,4,6,2,1,7,12,2,0,0,101
3,806,0,0,2,38,0,2156,0,0,3,2,1,2,1,0,1,1,102
12,3016,2,28,33,7480,0,2224,542,0,7,1,1,1,0,2,0,0,103
14,3275,4,1196,252,9539,1309,3775,535,0,3,1,1,0,2,2,0,0,103
0,0,0,0,50,8608,0,1075,0,0,7,1,1,0,1,0,1,0,102
