age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,cluster,Target
15,6,1,1,1,1844.4317626953125,1,0,0,5,2,418.71929931640625,2,-1,0,3,103,0
11,4,1,2,0,3229.680419921875,0,0,2,3,6,931.6177368164062,2,0,0,3,102,1
5,1,1,1,1,136.35537719726562,1,0,2,6,6,76.60618591308594,0,0,0,3,103,0
5,1,1,1,0,518.5902709960938,1,0,0,6,8,167.93948364257812,3,260,2,0,101,0
27,4,1,2,0,495.9230651855469,1,0,0,18,8,285.0854797363281,0,140,2,0,101,0
5,2,0,1,1,690.4784545898438,1,0,1,11,7,410.501220703125,1,0,0,3,103,1
18,9,1,1,0,3736.26904296875,1,0,2,18,8,42.059791564941406,0,0,0,3,3,0
10,8,2,1,1,64.98009490966797,1,1,0,11,7,335.0894775390625,1,0,0,3,103,0
22,9,1,1,0,760.9314575195312,0,0,0,24,1,158.27471923828125,1,0,0,3,0,0
14,11,1,1,0,1718.763916015625,1,0,2,17,8,854.8279418945312,2,0,0,3,102,1
15,9,1,1,0,1468.2440185546875,0,0,0,12,0,274.6341552734375,0,121,1,2,102,1
20,9,1,2,0,1597.01416015625,1,0,2,9,6,95.48974609375,4,0,0,3,3,0
17,0,1,1,0,3152.701904296875,1,0,0,9,9,139.02267456054688,0,62,2,1,101,0
37,6,1,1,0,481.5920715332031,0,0,0,6,2,107.3459243774414,0,74,3,1,101,0
7,4,1,2,0,883.7146606445312,1,0,0,2,8,190.11209106445312,0,0,0,3,3,0
25,5,1,1,0,610.09814453125,0,0,0,4,4,265.85308837890625,0,139,2,1,102,1
24,6,1,1,0,550.2500610351562,0,0,0,26,1,866.2166137695312,4,0,0,3,0,0
14,1,1,1,1,1787.15771484375,0,0,1,13,7,31.36224937438965,11,0,0,3,103,0
34,1,1,0,0,1110.4105224609375,1,0,0,4,8,127.82682800292969,0,275,11,0,101,0
13,4,1,1,0,533.8453979492188,0,0,0,24,5,884.1033325195312,2,0,0,3,0,0
35,5,0,1,0,1316.6536865234375,0,0,0,6,1,114.98048400878906,0,0,0,3,102,1
9,9,1,1,0,869.7490844726562,1,0,2,17,8,237.71836853027344,1,0,0,3,3,0
11,9,1,1,0,1504.33935546875,1,0,0,21,1,235.0460968017578,2,28,0,1,3,0
11,3,2,1,1,820.2765502929688,1,0,0,12,7,300.8525390625,1,210,25,0,103,0
15,1,1,1,0,675.4699096679688,1,0,0,22,8,171.43679809570312,0,0,0,3,0,1
37,8,1,1,0,1975.8997802734375,0,0,0,25,2,301.5511779785156,0,153,2,0,102,1
11,1,2,1,0,841.8096923828125,1,1,0,26,8,70.2824935913086,1,0,0,3,100,0
7,8,1,1,1,831.9517822265625,1,0,0,26,2,208.56536865234375,0,0,0,3,103,0
18,7,1,1,0,553.8137817382812,0,0,0,10,1,27.578414916992188,4,0,0,3,0,0
8,4,2,1,0,2923.015380859375,1,0,0,28,8,273.58026123046875,0,63,0,2,102,1
17,4,1,2,0,2121.823486328125,1,0,0,23,9,135.4769744873047,0,0,7,2,101,0
15,9,1,1,0,1588.1923828125,0,0,0,5,9,375.5383605957031,1,0,0,3,102,1
6,0,1,1,0,853.7523193359375,0,1,0,3,8,273.14453125,1,0,0,3,100,0
14,1,1,1,0,1014.2841186523438,1,0,0,2,8,341.27044677734375,0,291,2,0,101,0
4,4,1,2,0,2185.098388671875,1,0,0,6,6,199.199462890625,0,0,0,3,0,0
17,1,1,1,1,388.0499267578125,1,0,0,6,7,311.94873046875,0,196,2,0,103,0
15,1,2,1,1,547.2084350585938,0,0,0,20,1,343.5913391113281,1,0,0,3,103,0
15,8,1,1,0,3391.75634765625,0,0,0,22,10,599.3087158203125,0,5,3,1,102,1
33,4,1,1,0,937.8795776367188,0,1,0,23,3,99.00228881835938,1,0,0,3,0,0
27,7,1,1,0,572.9510498046875,0,0,0,4,6,532.5247802734375,1,0,0,3,102,1
9,4,1,1,0,3366.546630859375,0,0,0,3,6,172.52125549316406,0,0,0,3,102,1
33,4,1,0,0,466.4007568359375,0,0,0,17,6,819.9600219726562,0,0,0,3,102,1
33,1,1,1,1,511.69989013671875,0,0,0,15,7,145.32669067382812,0,0,0,3,103,0
16,9,2,1,0,1525.513671875,1,0,0,4,6,242.67628479003906,1,35,4,1,101,0
47,5,2,1,0,197.79623413085938,0,0,1,27,8,614.2095336914062,1,0,0,3,102,1
11,9,2,1,0,573.3331298828125,1,0,0,19,4,219.2156219482422,0,285,1,1,101,0
4,8,2,1,0,473.2839660644531,0,0,0,25,1,69.52497100830078,3,136,5,1,101,0
59,9,1,1,0,2173.051025390625,0,0,0,24,10,239.55101013183594,0,-1,0,2,102,1
47,5,1,0,0,1387.091796875,0,0,0,5,2,1081.00830078125,0,63,3,2,102,1
9,1,1,0,0,563.2265625,1,0,2,6,8,-8.568318367004395,0,0,0,3,3,0
7,9,1,2,0,1707.0784912109375,0,0,0,6,9,362.6539306640625,1,139,3,1,101,0
32,9,1,1,0,3379.94384765625,0,0,0,17,3,131.86056518554688,1,0,0,1,102,1
19,4,1,2,0,962.570556640625,0,0,0,18,6,130.37696838378906,1,0,0,3,102,1
7,1,1,1,0,1248.940673828125,1,0,2,11,8,215.4937744140625,2,0,0,3,3,0
12,0,2,1,0,1030.3116455078125,1,0,0,10,4,182.76417541503906,2,0,0,3,0,0
12,4,2,1,0,796.8722534179688,0,0,0,6,9,264.0229797363281,1,131,2,0,101,0
13,0,1,1,0,550.195068359375,1,1,2,8,8,-0.7391917109489441,0,0,0,3,3,0
13,8,0,1,1,178.9118194580078,0,1,0,12,2,161.68463134765625,2,0,0,3,103,0
8,1,2,1,0,931.0352172851562,0,0,0,27,4,589.8574829101562,0,113,3,0,101,0
17,9,0,1,1,315.8675537109375,1,0,0,30,2,239.2938690185547,1,0,0,3,103,0
15,9,1,1,0,554.351318359375,1,0,0,10,8,18.921104431152344,0,297,11,0,101,0
19,0,1,1,0,456.33843994140625,0,1,0,14,6,46.10792541503906,6,63,11,1,101,0
34,4,1,2,0,2420.308837890625,0,0,0,18,1,392.628173828125,9,0,0,3,100,0
34,8,1,1,0,836.5235595703125,0,0,0,6,1,250.80453491210938,0,0,0,3,102,1
26,3,1,1,1,194.34645080566406,1,1,0,6,7,337.26141357421875,1,0,0,3,103,0
17,7,1,2,0,466.6065979003906,1,0,2,26,8,177.8206787109375,16,0,0,3,3,0
13,3,1,1,0,763.2264404296875,1,0,0,7,1,322.6495361328125,2,120,4,1,101,1
37,0,1,1,0,688.6039428710938,1,1,0,24,8,89.84152221679688,0,137,4,0,101,0
37,5,1,1,0,730.68115234375,0,0,0,22,1,161.72146606445312,0,0,0,3,102,1
35,3,1,1,0,954.8662719726562,0,0,0,7,1,48.32979965209961,0,0,0,3,0,0
12,3,2,1,0,1666.5592041015625,0,0,0,11,0,557.5182495117188,1,134,0,1,102,1
59,4,1,1,0,1190.903564453125,0,0,0,11,10,911.1033935546875,0,0,0,3,102,1
7,0,2,1,0,782.9058837890625,1,0,2,27,8,652.5687255859375,1,0,0,3,102,1
37,9,1,1,0,1049.4512939453125,0,0,0,2,1,180.98147583007812,0,0,0,3,102,1
33,6,1,1,0,550.80126953125,1,1,0,20,2,914.4747314453125,0,0,0,3,100,0
16,6,1,1,0,251.9120330810547,1,0,0,21,1,266.8186950683594,1,0,0,3,0,0
13,4,1,1,0,2511.073974609375,0,0,0,22,9,169.94837951660156,0,134,3,1,102,1
11,7,1,1,1,511.3983154296875,1,0,0,5,6,229.4525909423828,2,0,0,3,103,0
35,6,1,1,0,501.6000061035156,0,0,0,24,1,245.1859130859375,3,0,0,3,100,0
38,3,1,1,0,3253.47314453125,0,0,0,2,3,145.33416748046875,1,0,0,3,102,1
12,9,1,1,0,1302.3270263671875,1,1,0,8,2,288.4803466796875,0,0,0,3,100,0
50,9,1,1,0,1859.6500244140625,0,0,2,9,1,239.3446502685547,4,0,0,3,102,1
11,9,1,1,0,3059.30712890625,0,0,0,18,9,247.0063934326172,0,141,3,0,101,0
17,9,0,1,0,555.9498901367188,1,1,0,9,6,109.36702728271484,1,0,0,3,3,0
18,1,1,1,0,3597.045166015625,1,0,2,25,8,61.150089263916016,0,0,0,3,3,0
10,0,1,1,0,644.2952270507812,1,0,0,8,8,94.01094818115234,0,212,2,0,101,0
20,7,2,0,0,729.5445556640625,0,0,0,0,0,186.72549438476562,0,283,4,0,101,0
39,4,1,1,0,566.3756103515625,0,0,0,25,1,33.331966400146484,2,0,0,3,0,0
19,4,1,1,0,1122.224609375,1,0,2,8,8,186.55210876464844,0,0,0,3,3,0
5,4,2,2,0,541.3012084960938,1,0,0,4,8,83.50310516357422,1,0,0,3,3,0
44,4,1,1,0,1100.732666015625,0,0,0,2,2,173.12205505371094,0,0,0,3,102,1
4,6,0,1,0,673.0938720703125,1,0,0,4,8,190.69781494140625,0,0,0,3,0,0
19,9,1,2,0,688.0252685546875,0,1,2,18,6,83.62798309326172,1,0,0,3,100,0
35,4,1,2,0,3382.5859375,0,0,0,18,6,186.0496063232422,2,0,0,3,0,0
24,1,1,0,0,1127.05029296875,1,0,0,5,8,34.85142135620117,0,0,0,3,3,0
20,9,1,1,0,1096.8458251953125,1,0,2,11,1,505.3482666015625,4,0,0,3,0,0
38,3,1,1,0,3440.107177734375,0,0,0,12,3,12.316133499145508,1,137,9,1,101,0
23,0,1,1,0,954.7537841796875,0,0,0,7,1,175.4822540283203,0,0,0,3,3,0
23,4,1,2,1,590.3457641601562,0,1,0,7,2,48.36018753051758,0,0,0,3,103,0
13,9,1,1,0,3757.225830078125,1,0,0,15,8,131.3855743408203,0,64,7,0,101,0
23,7,1,1,1,545.3372802734375,0,0,0,23,1,113.2579574584961,1,0,0,3,103,0
12,8,0,1,0,736.79736328125,1,0,2,23,8,85.94429016113281,0,299,17,0,101,0
17,9,1,1,0,2170.51806640625,1,0,2,7,8,496.5574951171875,4,0,0,3,3,0
15,8,2,1,0,932.5335083007812,1,0,0,25,7,283.5805358886719,0,137,0,3,0,0
15,8,2,1,0,592.0711059570312,0,0,0,28,2,35.9017448425293,1,277,11,1,101,0
15,0,1,1,0,1911.0694580078125,1,0,0,8,9,205.74440002441406,0,260,2,0,101,0
11,8,2,2,0,897.1923828125,1,0,0,18,8,82.07630157470703,0,0,0,3,0,0
53,4,1,2,0,3539.542236328125,1,0,2,3,9,190.29067993164062,0,0,0,3,3,0
15,0,2,1,0,423.4719543457031,1,0,2,16,8,75.7596435546875,2,0,0,3,3,0
12,4,1,2,0,762.8311157226562,1,0,0,4,0,289.7500305175781,0,0,0,3,0,0
17,1,1,1,0,524.052001953125,0,0,0,26,5,119.7410888671875,0,0,0,3,0,0
21,2,2,1,1,489.0868835449219,0,1,0,9,3,58.645328521728516,1,0,0,3,103,0
8,0,1,2,0,3340.7802734375,1,0,0,23,8,77.3626708984375,0,0,0,3,3,0
17,4,1,2,0,3359.263427734375,1,0,2,4,8,346.6637878417969,0,0,0,3,3,0
37,5,1,0,0,1007.1766357421875,0,0,0,7,7,456.59649658203125,0,0,0,3,102,1
14,9,1,1,0,2372.72998046875,1,0,0,23,10,214.8360137939453,0,0,0,3,0,0
20,1,1,1,0,486.7215270996094,0,0,0,24,6,88.46139526367188,0,0,0,3,102,1
16,4,1,2,0,824.4669189453125,1,1,0,26,8,123.3840560913086,0,0,0,3,100,0
20,4,1,2,0,3120.3759765625,0,0,0,25,9,883.9408569335938,1,0,0,3,102,1
12,0,0,1,0,1535.015625,1,0,0,6,0,192.2667999267578,0,0,0,3,102,1
8,0,0,1,0,674.216796875,1,0,0,7,7,157.87301635742188,1,308,4,1,101,0
14,1,1,1,0,264.35467529296875,1,0,2,15,8,33.65637969970703,2,0,0,3,3,0
34,2,1,1,1,794.4786376953125,0,0,0,22,7,84.5409927368164,11,0,0,3,103,0
10,2,0,1,1,501.4794921875,1,0,0,8,7,320.0286560058594,0,0,0,3,103,0
10,1,1,1,1,481.0298156738281,0,0,2,18,6,86.34423828125,0,0,0,3,103,0
18,4,2,0,0,1035.4671630859375,0,0,0,27,0,21.165620803833008,16,0,0,3,100,0
32,4,1,1,1,721.3412475585938,0,1,0,17,3,109.0454330444336,0,0,0,3,103,0
13,9,1,1,0,3211.159423828125,0,1,0,6,6,76.75270080566406,1,0,0,3,100,0
21,1,1,0,0,1066.9208984375,1,0,2,5,8,56.5927848815918,0,0,0,3,3,0
20,3,2,1,0,813.281005859375,1,0,0,21,0,371.1481628417969,1,122,15,0,101,0
47,8,1,1,0,993.0194091796875,0,0,0,21,1,664.473876953125,2,0,0,3,102,1
38,4,1,2,0,1173.4822998046875,0,0,2,17,6,131.57107543945312,1,0,0,3,102,0
30,4,1,2,0,3324.994384765625,0,0,0,21,10,215.3472442626953,1,0,0,3,0,0
14,0,2,1,0,514.0100708007812,0,1,0,9,8,197.2060546875,1,0,0,3,102,1
58,5,1,0,0,1308.2677001953125,0,0,0,3,7,210.88430786132812,0,187,4,0,101,0
19,9,1,0,0,1135.671630859375,0,0,2,6,6,284.7516174316406,4,0,0,3,3,0
11,4,1,2,0,577.8941650390625,0,0,0,25,1,72.60797882080078,0,0,0,3,0,0
16,1,2,0,0,524.0931396484375,0,1,0,4,8,46.42048645019531,0,138,3,1,101,0
17,7,1,1,0,124.79290771484375,1,0,2,12,8,221.43333435058594,0,0,0,3,3,0
6,1,1,0,0,835.7646484375,1,0,0,8,8,34.28523635864258,0,298,0,3,3,0
27,4,1,2,0,2944.285888671875,1,0,0,15,3,128.31065368652344,1,0,0,3,0,0
10,0,1,1,0,866.8755493164062,1,0,0,3,8,173.81210327148438,1,294,11,1,101,0
38,1,1,0,0,1089.69921875,0,0,1,9,8,1036.3433837890625,2,0,0,3,0,0
18,9,2,1,0,911.7530517578125,0,0,0,9,1,646.8236083984375,0,0,0,3,102,1
5,1,1,0,0,792.6582641601562,1,0,2,27,8,323.67388916015625,1,0,0,3,3,0
17,1,1,0,0,498.8200378417969,0,1,0,28,8,62.38341522216797,0,0,0,3,100,0
33,4,1,2,0,3706.0712890625,0,0,0,22,6,235.18386840820312,1,142,0,1,102,1
6,2,1,1,0,776.6640625,1,0,2,7,6,296.4001770019531,1,0,0,3,3,0
16,0,1,1,0,1833.0924072265625,1,0,0,16,0,84.41412353515625,2,181,2,0,101,0
5,1,2,1,0,780.911376953125,1,0,0,18,8,281.68280029296875,2,0,0,3,0,0
16,0,2,1,0,614.5419311523438,0,1,1,28,8,83.37401580810547,16,0,0,3,100,0
18,9,1,1,0,785.537109375,0,0,0,25,1,152.28485107421875,16,0,0,3,0,0
38,4,1,1,0,525.4916381835938,0,0,0,18,1,316.6861267089844,2,0,0,3,0,0
52,2,1,1,0,877.7237548828125,0,0,0,19,11,239.7158203125,0,0,0,3,100,0
23,3,1,1,1,121.83799743652344,0,0,0,15,0,997.9863891601562,1,0,0,3,103,1
20,4,1,1,0,3691.82763671875,0,0,2,25,6,330.8743591308594,0,0,0,3,3,0
21,9,2,1,0,735.9370727539062,1,0,0,27,1,200.87185668945312,4,0,0,3,0,0
21,3,1,1,0,898.2366943359375,0,0,0,14,3,155.1479034423828,1,0,0,3,0,0
19,4,1,2,0,1107.558349609375,0,1,2,4,6,242.38900756835938,1,0,0,3,102,0
53,5,1,0,0,981.0863647460938,0,0,0,9,6,44.9677619934082,0,63,4,1,101,1
20,0,1,1,0,461.5198059082031,1,1,0,7,8,125.73551177978516,0,0,0,3,102,1
21,9,0,1,0,207.0092315673828,1,0,0,20,0,511.00018310546875,1,0,0,3,0,0
17,9,1,1,0,949.0828857421875,1,1,0,5,0,251.3570098876953,0,0,0,3,100,0
7,8,1,1,0,3143.80908203125,1,0,0,21,8,252.03173828125,0,366,4,1,101,0
34,1,1,0,0,726.9815063476562,1,0,1,4,8,391.6634216308594,1,0,0,3,102,0
21,9,1,0,0,1012.1083374023438,0,0,0,8,1,78.91806030273438,0,0,0,3,102,0
25,0,1,1,0,1533.744140625,0,0,2,8,7,883.8140258789062,1,0,0,3,102,1
9,0,2,1,0,513.717529296875,1,0,0,27,1,106.54974365234375,2,281,3,1,101,0
20,9,2,1,0,171.0643768310547,1,0,0,9,3,904.19873046875,1,0,0,3,102,1
45,4,2,1,0,1069.36865234375,0,0,0,9,2,644.6178588867188,2,0,0,3,102,1
23,7,1,1,0,1212.6134033203125,0,0,1,28,7,80.4395523071289,5,0,0,3,0,0
17,1,2,1,0,340.1920166015625,1,0,0,27,8,162.49961853027344,0,293,1,0,101,0
15,1,2,1,0,1049.259765625,1,0,0,26,8,214.63340759277344,0,299,17,0,101,0
15,9,2,1,0,3358.072998046875,0,0,0,28,11,215.59603881835938,0,0,0,3,102,1
10,1,1,1,0,371.5272216796875,1,1,1,8,5,400.0926208496094,2,0,0,3,100,0
29,4,1,1,0,606.2686767578125,0,0,0,24,1,46.222900390625,6,127,2,1,101,0
53,8,1,1,0,2175.445068359375,0,0,0,23,1,169.41873168945312,0,0,0,3,102,1
37,3,1,1,0,3396.51025390625,0,0,0,1,1,92.78510284423828,14,0,0,3,102,1
49,5,1,1,0,1568.5616455078125,0,0,2,6,1,811.1315307617188,2,0,0,3,0,0
12,4,1,1,0,536.6611328125,0,0,0,8,1,134.7491455078125,4,3,0,2,102,1
5,4,1,2,0,843.7947387695312,1,0,0,23,9,226.88600158691406,0,69,2,1,102,0
37,2,1,2,0,955.34765625,0,0,0,5,6,47.94805908203125,0,0,0,3,100,0
19,4,1,2,0,863.4374389648438,0,0,0,17,9,181.06759643554688,0,0,0,3,102,0
42,4,1,1,0,2189.39990234375,0,0,1,27,2,229.25390625,1,0,0,3,102,1
51,0,1,1,0,626.2991943359375,0,0,0,8,1,280.41357421875,1,0,0,3,102,1
31,1,1,0,0,891.750244140625,1,0,2,15,8,7.7068986892700195,0,0,0,3,3,0
5,9,0,1,0,1349.36083984375,1,0,0,13,8,208.9577178955078,0,295,15,0,101,0
22,5,0,1,0,416.3595275878906,0,0,0,8,2,244.45266723632812,0,136,2,1,102,1
16,4,1,2,0,3905.91259765625,1,0,0,21,9,320.1530456542969,0,64,2,2,102,1
6,7,0,1,1,295.12152099609375,1,0,0,26,7,216.8658905029297,1,0,0,3,103,1
17,1,1,0,0,531.23291015625,1,0,0,4,4,74.31227111816406,0,290,1,0,101,0
2,0,2,1,0,955.3666381835938,1,0,0,30,8,0.027730310335755348,1,304,4,1,101,0
10,4,1,2,0,2563.5419921875,0,0,0,25,9,239.5540771484375,1,164,3,0,101,0
3,8,0,1,0,691.8079223632812,1,0,0,27,2,243.43435668945312,3,0,0,3,0,0
54,3,1,0,0,2989.32861328125,0,0,0,0,2,169.2816925048828,0,0,0,3,102,1
19,9,1,1,0,1209.9483642578125,0,0,0,26,1,152.39295959472656,2,0,0,3,0,0
61,3,1,2,0,3680.873291015625,0,0,0,21,1,130.93997192382812,1,49,4,2,102,1
15,9,1,1,0,2369.047119140625,0,0,0,5,1,228.8711395263672,2,1,0,3,0,0
35,0,1,1,0,1324.8472900390625,0,0,1,10,1,177.87860107421875,8,0,0,3,3,0
12,8,0,1,1,261.8042907714844,0,0,0,9,1,314.90435791015625,1,0,0,3,103,0
31,4,1,2,0,1086.4573974609375,0,1,0,16,4,114.74591064453125,0,0,0,3,0,0
17,4,1,0,0,1223.484130859375,1,0,0,9,8,154.2217254638672,0,0,0,3,3,0
6,9,1,1,0,637.812744140625,0,0,2,2,6,224.0030975341797,2,0,0,3,3,0
13,0,1,1,0,519.277099609375,1,0,0,2,4,61.37197494506836,0,219,2,0,101,0
22,4,1,1,1,1278.7193603515625,0,0,0,18,1,55.53065872192383,0,0,0,3,0,0
17,0,1,1,0,1316.6832275390625,1,0,0,7,0,242.08233642578125,0,227,11,0,101,0
10,3,1,1,0,854.4560546875,1,0,0,5,9,322.12139892578125,0,0,0,3,0,0
18,4,1,0,0,505.2174072265625,0,1,2,8,8,62.16581344604492,0,0,0,3,100,0
22,3,1,1,0,3060.6669921875,0,0,0,15,1,86.15257263183594,16,0,0,3,102,1
11,4,1,2,0,744.34130859375,0,0,2,17,8,158.7801971435547,1,0,0,3,3,0
3,0,1,1,0,848.4454956054688,1,0,0,25,8,145.8853302001953,0,0,0,3,100,0
25,0,1,0,0,2004.1217041015625,1,0,0,6,8,208.1868438720703,0,0,0,3,3,0
44,4,1,2,0,2051.037841796875,0,0,2,21,6,316.1804504394531,2,0,0,3,102,0
38,0,1,1,0,1519.783935546875,0,0,0,12,5,482.8395690917969,0,0,0,3,102,1
15,6,0,1,0,1556.6744384765625,1,0,0,7,0,333.19903564453125,2,298,11,1,102,1
20,4,1,2,0,1927.6962890625,0,0,0,21,5,170.32882690429688,2,0,0,3,100,0
31,3,1,1,0,1245.830322265625,1,0,0,18,0,86.15001678466797,1,282,1,0,101,0
34,2,1,1,0,875.5784301757812,1,0,2,8,8,186.58810424804688,0,0,0,1,3,0
18,9,1,1,0,2347.5146484375,1,0,0,20,8,275.235595703125,0,296,3,0,101,0
34,6,1,2,0,516.2216796875,0,0,0,6,1,300.71136474609375,0,0,0,3,102,1
9,0,1,1,1,526.1760864257812,1,0,0,13,8,114.06291961669922,2,27,4,0,103,0
17,9,1,1,0,979.3165283203125,0,0,0,8,2,1039.30126953125,0,0,0,3,102,1
9,0,2,1,0,549.9620971679688,1,0,0,4,8,-14.698598861694336,0,401,4,0,101,0
31,5,1,1,0,589.4400634765625,0,1,0,19,1,161.67318725585938,11,0,0,3,100,0
21,0,2,1,0,1164.80810546875,1,1,2,2,8,195.1628875732422,1,0,0,3,100,0
54,6,0,1,0,0.0,0,0,0,23,2,262.678466796875,0,124,3,0,101,0
23,2,1,1,0,722.9130859375,0,0,0,6,1,802.0217895507812,8,0,0,3,102,1
29,4,1,2,0,617.0606079101562,0,0,0,17,6,34.10359573364258,4,0,0,3,0,0
39,3,1,1,0,1399.1055908203125,0,0,0,8,2,195.46902465820312,0,0,0,3,102,1
8,1,1,1,0,3582.908203125,1,0,0,5,8,187.0449981689453,0,316,7,0,101,0
30,2,1,1,1,123.9561767578125,0,0,0,25,2,73.54148864746094,0,0,0,3,103,0
11,6,0,1,1,1533.718505859375,1,0,0,11,1,802.8414306640625,3,0,0,3,103,1
13,0,0,1,0,1666.2327880859375,1,0,0,8,8,115.99211120605469,2,0,0,3,0,0
13,4,1,2,0,950.4683837890625,0,0,0,10,4,571.4082641601562,0,22,5,2,102,1
11,1,1,0,0,1078.202392578125,0,0,2,10,8,13.075616836547852,1,0,0,3,3,0
8,0,1,2,0,3085.375732421875,0,0,2,5,6,41.934391021728516,6,0,0,1,3,0
23,7,0,1,1,111.32644653320312,1,0,0,21,7,275.6724853515625,0,0,0,3,103,0
13,8,0,1,1,195.42555236816406,1,0,0,29,0,239.04344177246094,1,0,0,3,103,0
60,0,1,1,0,2325.8369140625,0,0,0,8,1,774.7232666015625,1,0,0,3,102,1
5,4,1,2,0,501.3147277832031,1,0,0,7,8,289.9712219238281,0,0,0,3,102,0
16,0,2,1,0,1928.374755859375,0,0,0,22,8,781.6446533203125,0,0,0,3,102,1
39,1,1,0,0,1121.505615234375,1,0,2,19,8,351.6455078125,1,0,0,3,3,0
19,9,1,1,0,1087.53955078125,1,0,2,2,6,110.2781982421875,2,0,0,3,0,0
34,1,2,1,0,1025.32373046875,0,1,0,19,6,283.6226501464844,1,1,4,3,102,0
13,4,1,1,0,609.7608642578125,0,0,0,27,1,130.9562225341797,2,0,0,3,0,0
15,6,0,1,0,1440.0147705078125,1,0,0,10,0,842.5191040039062,2,0,0,3,102,1
16,9,1,1,0,3406.73095703125,0,0,0,5,1,132.67100524902344,4,0,0,3,0,0
32,4,1,1,0,1317.6292724609375,0,0,2,22,6,112.21185302734375,2,0,0,3,0,0
9,0,1,1,0,2987.606689453125,0,0,0,1,1,149.58494567871094,0,0,0,3,0,0
10,1,1,1,0,228.14511108398438,0,1,0,8,7,85.57159423828125,0,28,5,0,101,0
22,9,1,1,0,1551.83984375,1,0,2,14,8,332.9620056152344,1,0,0,3,3,0
17,4,1,2,0,924.560791015625,1,0,2,18,8,214.3395233154297,0,0,0,3,3,0
35,4,1,1,0,1915.676025390625,1,0,0,7,5,43.45989227294922,0,0,0,3,0,0
9,4,1,2,0,3674.58544921875,1,0,2,18,8,75.65699005126953,0,0,0,3,3,0
6,4,1,2,0,782.0870971679688,1,0,0,6,8,103.51040649414062,1,302,11,0,101,0
18,1,2,1,0,476.9856872558594,0,0,2,27,6,11.8652982711792,11,0,0,3,100,0
14,6,1,1,0,592.7454833984375,0,1,0,11,1,66.8671875,1,0,0,3,0,0
4,6,0,1,0,535.71630859375,1,1,0,12,8,231.44888305664062,0,0,0,3,102,1
35,8,1,1,0,3609.798828125,1,0,0,18,10,123.70186614990234,0,212,5,0,101,0
19,1,2,1,0,1381.666259765625,1,0,0,28,8,158.90382385253906,0,281,0,0,101,0
17,9,1,1,0,551.8492431640625,1,0,2,21,6,267.38726806640625,1,0,0,3,102,1
41,5,1,1,0,1971.9022216796875,0,0,0,7,6,248.5035858154297,2,0,0,3,102,1
15,4,1,2,0,1447.08642578125,1,1,2,11,6,7.842357635498047,1,0,0,3,100,0
31,0,1,1,0,1753.012451171875,1,0,1,11,7,277.2132873535156,1,0,0,3,3,0
21,5,0,1,0,1217.952880859375,0,0,0,6,2,812.3961791992188,4,134,0,1,102,1
20,1,0,1,1,247.66513061523438,1,0,1,13,8,238.8738250732422,0,0,0,3,103,0
9,1,1,1,0,676.7254638671875,1,1,0,26,5,165.28286743164062,0,0,0,3,0,0
29,4,1,2,1,511.5761413574219,0,0,0,16,3,403.9314880371094,0,0,0,3,103,0
35,8,0,1,0,787.9547119140625,1,0,1,7,5,982.1563110351562,1,0,0,3,102,1
13,4,1,2,0,3466.762451171875,0,0,0,19,1,147.716552734375,1,0,0,3,102,1
11,1,0,1,0,876.4690551757812,1,1,0,5,8,257.28167724609375,0,301,4,0,101,0
23,3,1,1,0,3493.281005859375,0,0,0,23,1,124.69091033935547,3,0,0,3,0,0
35,3,1,1,0,3041.559326171875,0,0,0,7,7,194.12442016601562,0,42,0,0,101,0
14,1,2,1,0,818.6175537109375,0,0,0,31,7,637.6829833984375,1,0,0,3,0,0
40,4,1,1,0,2333.1220703125,0,0,0,21,1,291.8562927246094,2,0,0,3,102,1
37,6,1,1,0,581.6534423828125,0,0,0,8,1,131.36209106445312,2,0,0,3,101,0
9,1,1,0,0,709.8820190429688,1,0,2,28,8,50.47025680541992,0,0,0,3,3,0
29,9,1,0,0,1008.1809692382812,0,1,0,2,7,540.87841796875,0,0,0,3,102,1
11,4,1,2,0,914.06494140625,0,0,2,7,6,309.3211669921875,1,0,0,3,3,0
13,0,2,1,0,458.3206481933594,1,0,2,28,8,23.367088317871094,1,0,0,3,3,0
36,4,1,1,0,3070.05322265625,0,0,0,10,3,217.58355712890625,0,0,0,3,102,1
25,9,1,1,0,1566.6944580078125,1,0,2,18,6,419.0984191894531,2,0,0,3,3,0
6,5,1,1,1,485.9285583496094,0,0,1,15,6,60.091896057128906,1,0,0,3,103,0
13,4,1,2,0,3637.0859375,1,0,0,4,9,80.8133773803711,0,0,0,3,0,0
38,4,1,0,0,489.14459228515625,0,0,0,25,1,129.38316345214844,3,0,0,3,0,0
53,4,1,2,0,3020.606689453125,0,0,0,20,3,224.92532348632812,0,0,0,3,102,1
40,4,1,1,0,3580.84765625,0,0,0,19,1,-18.223590850830078,4,0,0,3,100,0
10,0,1,1,0,2911.574951171875,1,0,2,4,6,87.43941497802734,1,0,0,3,100,0
19,4,1,2,0,1197.7337646484375,0,0,2,18,6,17.19123649597168,4,0,0,3,3,0
9,0,1,1,0,530.435791015625,1,0,2,22,8,231.107666015625,2,0,0,3,3,0
41,5,1,1,0,1260.2850341796875,0,0,2,6,6,56.59053421020508,2,0,0,3,3,0
