Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,cluster,Revenue
3,153.7877197265625,0,0.0,61,4874.12158203125,516.49560546875,287.8609924316406,1068.1263427734375,0,6,1,1,0,0,2,0,100,1
3,960.4873046875,4,701.368896484375,80,9552.333984375,158.05264282226562,2773.507568359375,0.0,0,7,1,1,0,0,2,0,103,0
0,0.0,0,0.0,48,7357.82275390625,1621.404052734375,2535.6787109375,0.0,0,6,2,1,1,0,2,0,0,0
0,0.0,0,0.0,52,5197.55615234375,0.0,1069.9244384765625,0.0,0,6,1,1,3,2,2,0,102,0
0,0.0,0,0.0,6,7374.45654296875,1387.123046875,4582.88671875,0.0,0,7,1,1,0,0,2,0,0,0
1,259.72418212890625,0,0.0,40,6212.24072265625,0.0,169.26683044433594,0.0,0,7,0,0,0,7,0,0,100,0
3,442.46966552734375,2,1040.6285400390625,21,8607.6435546875,0.0,298.86981201171875,537.7207641601562,0,7,1,1,0,7,0,0,100,1
7,2778.400634765625,4,132.9520263671875,43,9885.841796875,511.955810546875,1642.9559326171875,0.0,0,7,0,1,1,6,2,0,103,0
0,0.0,0,0.0,82,3742.498779296875,1456.054931640625,4808.33935546875,0.0,0,6,2,1,1,0,2,0,101,0
1,748.5763549804688,0,0.0,19,4053.15087890625,170.09149169921875,2860.615478515625,1916.2279052734375,3,5,1,1,1,0,2,0,100,1
0,0.0,0,0.0,5,625.345458984375,0.0,467.1813049316406,0.0,0,7,1,9,8,0,1,0,101,0
5,2496.81494140625,0,0.0,17,8529.75390625,0.0,563.1911010742188,0.0,0,1,1,1,3,5,2,0,0,0
3,756.29052734375,0,0.0,20,7608.09765625,0.0,418.90899658203125,0.0,0,6,1,1,0,0,2,0,102,0
0,0.0,0,0.0,4,613.8880615234375,0.0,3407.739990234375,0.0,0,5,1,1,3,0,2,0,3,0
14,2780.4931640625,2,259.1288757324219,27,9298.103515625,146.20358276367188,1609.0029296875,0.0,0,6,1,1,0,2,2,0,0,0
3,2719.017822265625,0,0.0,24,8748.4375,0.0,2770.919677734375,0.0,0,5,1,1,2,9,0,1,102,0
0,0.0,0,0.0,12,2713.698974609375,1532.7652587890625,3372.054443359375,0.0,0,1,0,0,0,0,2,1,101,0
0,63.98740768432617,0,0.0,8,9517.2216796875,0.0,3525.873291015625,0.0,0,6,1,1,0,0,2,0,0,0
0,1860.8155517578125,0,0.0,55,5143.54736328125,1549.68310546875,335.27984619140625,458.33148193359375,0,6,1,1,0,0,2,0,0,0
8,2493.09521484375,2,1122.2183837890625,145,7322.12060546875,967.7337036132812,2782.726806640625,0.0,0,5,0,0,0,7,2,0,103,0
3,885.5613403320312,4,820.2579345703125,103,5346.943359375,1056.7652587890625,2124.574462890625,0.0,0,1,7,1,3,1,2,0,102,0
4,2377.44970703125,4,675.7307739257812,168,5125.65966796875,560.446044921875,2260.814453125,557.561767578125,0,1,1,3,0,0,2,0,103,0
0,0.0,0,0.0,15,0.0,1914.8453369140625,4744.63330078125,0.0,0,3,2,0,2,0,2,1,101,0
0,0.0,0,0.0,2,0.0,0.0,4755.3701171875,0.0,0,5,1,0,2,0,2,0,101,0
9,2867.3515625,0,0.0,51,8736.109375,0.0,212.5055389404297,516.7044067382812,0,6,1,1,0,3,2,1,102,0
6,2297.974609375,4,751.3862915039062,51,9255.48046875,741.4542236328125,2842.518798828125,0.0,1,6,1,1,8,5,2,0,103,0
7,1839.131591796875,3,1056.186279296875,16,9322.9072265625,1213.591064453125,3076.9228515625,0.0,0,6,2,1,0,1,2,0,0,0
9,2502.3447265625,1,442.25164794921875,28,6237.86376953125,1321.533447265625,3300.2294921875,167.41201782226562,0,7,0,1,0,1,2,1,103,0
1,716.4808349609375,0,0.0,40,6433.13427734375,1266.3369140625,4235.53466796875,0.0,0,6,1,1,7,0,2,0,100,0
0,0.0,0,52.69823455810547,57,6297.2333984375,655.669921875,2399.035400390625,0.0,0,7,0,0,2,1,2,1,102,0
26,2835.667724609375,0,0.0,157,9489.4990234375,622.2076416015625,318.441650390625,143.178466796875,0,6,1,1,0,2,2,0,103,0
1,564.267578125,0,0.0,48,7655.9345703125,609.6795654296875,293.2615966796875,1500.3289794921875,0,6,1,3,0,2,2,0,100,1
5,1331.2906494140625,1,28.13550567626953,31,5791.66845703125,0.0,1707.078125,0.0,0,7,7,1,1,9,1,1,102,0
5,2776.46142578125,2,1029.6497802734375,54,5541.7001953125,0.0,2237.896484375,1956.9501953125,0,5,1,1,1,7,2,0,103,0
1,146.8462371826172,2,0.0,5,9228.6279296875,0.0,3104.66162109375,0.0,0,5,1,1,0,0,2,0,0,0
0,0.0,0,0.0,43,7899.02197265625,360.07073974609375,473.8052978515625,0.0,0,5,1,1,0,2,2,0,0,0
0,0.0,1,0.0,59,7082.421875,0.0,203.21189880371094,154.8430633544922,0,1,1,1,8,9,1,0,102,1
4,848.89892578125,4,960.1095581054688,155,7722.8505859375,0.0,2444.53271484375,159.66575622558594,0,2,1,2,0,1,0,0,103,1
0,0.0,0,0.0,3,3164.885498046875,0.0,362.6745300292969,0.0,4,6,1,1,0,2,2,0,101,0
6,1883.217041015625,5,0.0,38,4517.8916015625,252.9704132080078,216.26792907714844,1513.708251953125,0,6,1,1,0,0,2,0,0,1
0,2641.089599609375,0,0.0,35,4286.36474609375,655.7929077148438,324.57867431640625,0.0,0,6,1,1,1,0,2,0,100,0
0,0.0,1,244.03927612304688,75,7590.2451171875,339.33782958984375,511.4221496582031,611.0874633789062,0,5,1,1,0,0,2,0,103,0
9,1949.5264892578125,1,41.45616149902344,27,4744.82080078125,457.3343811035156,1582.7608642578125,1220.854736328125,0,1,1,1,1,0,0,1,102,1
0,0.0,0,0.0,1,379.1239318847656,1826.415283203125,4717.29150390625,0.0,0,1,1,0,8,9,0,1,101,0
15,2916.465576171875,6,879.676025390625,157,8971.138671875,981.416015625,1742.4775390625,170.89559936523438,0,3,1,1,6,6,2,0,103,0
0,0.0,0,0.0,55,980.1873779296875,0.0,3285.022216796875,0.0,0,6,1,1,1,5,0,0,102,0
3,377.612548828125,2,737.282470703125,14,5923.11376953125,0.0,1300.3243408203125,2472.120849609375,0,1,0,0,3,1,0,0,100,1
7,2229.971923828125,0,31.7254638671875,92,7614.416015625,428.24945068359375,111.68177032470703,0.0,0,1,1,1,6,3,2,0,102,0
1,33.07683181762695,0,0.0,20,2793.945068359375,0.0,2750.455322265625,0.0,0,1,1,1,1,4,2,0,102,0
4,318.30804443359375,0,0.0,56,7369.59423828125,214.15933227539062,303.2453308105469,425.7552795410156,0,4,1,1,0,0,2,0,100,1
0,0.0,0,0.0,13,1658.2574462890625,1782.5836181640625,2495.645263671875,0.0,0,7,1,1,1,0,2,0,3,0
3,764.0823364257812,0,0.0,15,136.9458770751953,1021.1818237304688,4161.6572265625,0.0,0,1,1,1,1,0,2,0,101,0
13,2464.419189453125,4,1284.877197265625,138,9354.8125,687.3192749023438,2356.033203125,124.80533599853516,0,6,2,1,7,1,2,0,103,0
9,3023.62255859375,3,1003.7230224609375,276,7855.5390625,0.0,2622.11669921875,738.4822998046875,0,5,1,1,1,1,2,0,103,0
0,0.0,0,0.0,-1,347.9927978515625,0.0,4653.63720703125,2402.2568359375,0,2,1,1,0,9,0,1,100,1
0,0.0,0,0.0,39,9528.27734375,0.0,-0.7211582064628601,602.9430541992188,0,6,1,1,0,7,2,0,100,0
0,0.0,0,0.0,37,6148.93994140625,1828.5618896484375,2986.521484375,0.0,4,6,0,0,0,0,2,0,101,0
3,1400.8350830078125,4,1004.2080078125,32,8778.892578125,0.0,1336.62353515625,0.0,0,7,2,1,1,1,2,0,103,0
8,2273.80126953125,1,333.93084716796875,86,7487.009765625,830.172607421875,338.7386779785156,115.537353515625,0,4,1,1,1,0,2,1,103,0
5,3223.47265625,4,44.334957122802734,39,9464.0166015625,514.6627807617188,2559.775634765625,0.0,0,6,1,1,1,0,2,1,103,0
1,72.41119384765625,2,246.01022338867188,18,5392.75,1558.2274169921875,2338.796142578125,0.0,0,1,0,0,0,3,2,0,101,0
0,0.0,0,0.0,7,0.0,1865.916015625,4607.82373046875,0.0,0,6,1,1,0,0,2,0,101,0
7,2919.53173828125,2,846.9491577148438,283,8407.0654296875,0.0,1137.2857666015625,111.34164428710938,0,6,2,1,0,1,2,0,103,0
4,1862.127197265625,0,0.0,26,3265.054443359375,0.0,-20.19468116760254,0.0,0,7,1,1,5,1,2,0,100,0
4,722.5485229492188,0,0.0,17,8139.4052734375,550.00537109375,4090.089599609375,0.0,0,1,1,1,8,2,2,0,0,0
1,225.55172729492188,0,0.0,8,8482.5908203125,0.0,1274.25439453125,1375.669189453125,0,5,1,1,3,1,2,0,100,1
3,463.2929992675781,0,0.0,33,2608.631591796875,0.0,1410.55859375,0.0,0,2,1,3,0,3,2,1,102,0
1,134.64370727539062,0,0.0,23,7812.11865234375,207.24647521972656,2942.10400390625,146.24822998046875,0,7,1,1,1,1,2,0,100,1
1,263.5707092285156,0,0.0,46,4685.59814453125,0.0,2056.3759765625,0.0,0,2,1,1,1,1,2,0,100,1
0,0.0,0,0.0,4,2367.74169921875,1539.0596923828125,4620.02783203125,0.0,0,7,0,0,0,0,2,0,101,0
7,183.45205688476562,4,882.7741088867188,77,9483.5361328125,274.5771179199219,938.2457885742188,323.30267333984375,0,7,2,1,0,1,2,1,103,1
6,1496.922119140625,0,0.0,15,2311.978515625,0.0,263.22845458984375,1837.4718017578125,0,5,1,1,1,0,2,0,100,1
0,0.0,0,0.0,1,377.52105712890625,0.0,4676.6689453125,0.0,0,5,1,1,1,1,2,0,3,0
0,0.0,0,0.0,9,1009.7633056640625,1191.9588623046875,2536.821044921875,0.0,0,5,0,0,0,2,2,0,101,0
0,0.0,0,0.0,3,0.0,1846.8472900390625,4725.7109375,0.0,0,2,1,1,1,3,2,0,3,0
14,3444.409423828125,6,1088.338134765625,294,10337.2001953125,241.02835083007812,2363.8466796875,588.2447509765625,0,5,1,1,0,0,2,0,103,0
0,0.0,0,0.0,9,1193.074951171875,0.0,2508.58837890625,0.0,0,0,2,1,0,1,2,0,101,0
0,0.0,0,0.0,53,5006.59814453125,1252.09912109375,3519.768798828125,0.0,4,6,1,1,0,0,2,0,101,0
1,288.2985534667969,0,0.0,17,1296.789306640625,0.0,1720.366455078125,0.0,0,7,1,1,0,0,2,0,0,0
0,0.0,2,38.724510192871094,27,5414.5908203125,0.0,2152.210693359375,0.0,0,0,2,1,0,1,2,1,101,0
0,0.0,0,0.0,3,0.0,1818.1375732421875,4699.9599609375,0.0,0,7,2,1,0,0,2,0,3,0
0,0.0,0,0.0,12,189.7584991455078,0.0,355.530517578125,0.0,0,5,1,2,0,0,2,0,101,0
0,0.0,0,0.0,29,5468.310546875,0.0,2957.1474609375,0.0,0,6,1,1,0,0,2,0,0,0
14,2938.15234375,0,225.9440155029297,56,9783.4326171875,832.5089111328125,3229.015380859375,570.6361083984375,0,6,1,1,0,2,2,0,103,0
1,1009.7838745117188,0,0.0,31,8923.3203125,0.0,4072.914794921875,1040.5943603515625,0,4,1,1,1,4,2,0,100,1
0,0.0,0,0.0,4,644.0679321289062,1813.3582763671875,4767.2099609375,0.0,0,1,1,9,3,0,2,0,101,0
3,897.8838500976562,0,0.0,19,422.04681396484375,0.0,2810.58203125,0.0,0,1,7,12,8,19,1,0,101,0
1,629.6964721679688,3,1081.919921875,22,2052.73095703125,0.0,3668.527587890625,0.0,0,3,2,1,0,3,2,0,0,0
9,1950.302734375,1,139.39175415039062,16,8693.0302734375,0.0,175.19090270996094,107.66670227050781,0,6,0,0,0,1,0,1,100,0
15,2428.412841796875,4,712.741455078125,96,9130.8740234375,1290.3392333984375,2963.27197265625,0.0,0,4,1,1,8,1,2,0,103,0
1,668.315673828125,2,221.22543334960938,200,9457.5224609375,67.53475952148438,2730.089599609375,182.4882354736328,1,6,1,1,1,0,2,0,103,0
3,149.44558715820312,2,1017.666015625,41,7416.59228515625,13.565723419189453,3516.4072265625,0.0,0,5,1,1,1,1,2,0,103,0
15,2205.9853515625,0,0.0,51,9398.236328125,1083.9501953125,3572.876220703125,0.0,0,7,2,1,0,0,2,0,0,0
5,1909.8797607421875,0,0.0,19,3752.017578125,533.134521484375,2695.777099609375,0.0,0,6,1,1,1,0,2,0,0,0
15,1940.9197998046875,4,755.9745483398438,123,6760.35205078125,617.4589233398438,2022.7535400390625,531.7299194335938,0,1,1,1,6,0,2,0,103,1
7,1940.2786865234375,4,706.2770385742188,35,4791.3251953125,542.1891479492188,1281.6990966796875,1388.763427734375,0,6,0,1,7,0,2,0,100,0
4,494.4214172363281,0,0.0,8,3864.666015625,0.0,2259.21826171875,0.0,0,1,1,7,3,0,2,0,102,0
0,0.0,0,0.0,-2,33.65044403076172,1889.9693603515625,4670.42626953125,0.0,0,7,1,1,3,0,2,0,3,0
3,376.660888671875,3,1043.7471923828125,100,9095.8935546875,0.0,1018.1504516601562,2378.850830078125,0,6,1,1,0,0,2,0,103,0
0,0.0,0,0.0,20,2781.070068359375,0.0,3849.1796875,0.0,0,5,1,1,1,0,2,1,103,0
8,1534.8154296875,0,0.0,17,3041.522216796875,0.0,2890.232421875,0.0,0,3,2,9,8,0,2,0,102,0
0,0.0,0,0.0,3,0.0,1864.593994140625,4634.119140625,0.0,0,4,1,1,8,1,2,0,101,0
2,305.4355773925781,0,0.0,110,7490.318359375,556.8340454101562,2671.79443359375,0.0,0,7,1,1,4,0,2,0,0,0
0,0.0,0,0.0,18,2275.844970703125,0.0,316.9073181152344,0.0,0,4,1,2,1,0,2,0,102,0
1,2000.9326171875,0,0.0,63,7100.5615234375,0.0,213.0138397216797,2372.158935546875,0,7,0,2,1,19,0,0,100,1
0,0.0,0,0.0,-1,746.7437133789062,1370.631103515625,4958.56591796875,0.0,0,6,1,1,6,0,2,0,101,0
14,3309.573486328125,2,916.3181762695312,210,9616.732421875,126.18997955322266,1118.8408203125,174.89295959472656,0,6,1,1,0,5,2,0,103,0
0,0.0,0,0.0,2,1448.841796875,997.83837890625,4869.4755859375,0.0,0,5,1,1,1,0,2,0,101,0
8,2592.292236328125,5,82.52484893798828,32,8009.75390625,524.0547485351562,260.435302734375,814.0491943359375,0,7,0,0,0,9,2,1,102,0
2,964.4298095703125,0,0.0,25,3628.487548828125,0.0,3582.31298828125,0.0,0,3,1,1,0,1,0,0,101,0
3,878.1058349609375,0,0.0,38,3837.12939453125,0.0,2768.5712890625,0.0,0,6,1,1,1,0,2,0,0,0
0,0.0,0,0.0,10,698.7214965820312,0.0,271.7107849121094,0.0,0,6,1,3,1,1,0,0,102,0
9,0.0,3,215.9912109375,44,8641.298828125,0.0,119.67816925048828,0.0,0,6,1,1,0,1,2,0,103,0
0,0.0,7,223.15628051757812,55,7515.9462890625,1466.421630859375,309.1656799316406,0.0,0,6,1,1,0,0,2,0,101,0
4,198.3052215576172,0,0.0,47,8771.70703125,199.43211364746094,2662.649658203125,79.55535125732422,0,7,1,1,1,0,2,0,100,1
0,0.0,2,240.10581970214844,80,4763.64306640625,845.974853515625,925.0507202148438,0.0,0,6,1,1,8,9,2,1,101,0
15,2302.939453125,4,852.046875,114,7956.00341796875,480.27349853515625,1113.902587890625,520.1412353515625,0,7,1,0,2,1,2,0,100,1
9,2420.6171875,1,233.0370635986328,156,7205.85107421875,0.0,2164.37646484375,0.0,0,7,2,1,0,9,2,1,103,0
0,0.0,0,0.0,45,4781.8203125,0.0,225.78602600097656,0.0,0,1,1,1,5,0,2,0,0,0
6,604.5076904296875,0,0.0,40,7244.052734375,1010.2898559570312,2899.033935546875,0.0,0,7,2,1,0,0,2,0,100,1
7,2031.6282958984375,1,383.5284118652344,55,8622.18359375,151.1715850830078,1737.9886474609375,987.446044921875,0,7,1,1,0,0,2,0,103,1
0,69.64677429199219,0,0.0,72,6687.62255859375,1502.3887939453125,3132.242919921875,0.0,0,5,1,1,4,0,2,0,103,0
0,0.0,0,0.0,10,438.0205383300781,0.0,231.20626831054688,0.0,0,1,1,1,8,1,0,0,102,0
0,0.0,0,0.0,2,293.6744079589844,0.0,4630.8818359375,0.0,0,1,1,3,0,1,2,0,101,0
0,0.0,0,0.0,-2,0.0,1901.001953125,4694.310546875,0.0,0,5,1,0,0,0,2,0,101,0
4,378.5393371582031,0,0.0,56,2996.88671875,720.4900512695312,3241.239013671875,0.0,0,6,1,1,3,2,2,0,0,0
0,0.0,0,0.0,2,1328.21923828125,0.0,4760.84130859375,0.0,0,5,2,1,0,0,2,0,3,0
3,303.443115234375,0,0.0,74,6818.21044921875,164.85411071777344,444.0886535644531,2309.205322265625,0,6,0,3,0,2,0,0,100,1
5,864.114990234375,0,0.0,21,6885.990234375,0.0,2154.084228515625,0.0,0,1,7,12,8,19,0,1,102,0
0,359.6578369140625,0,0.0,11,4149.21826171875,1392.425048828125,4115.68603515625,0.0,3,6,1,1,1,10,2,0,101,0
14,2408.75390625,2,854.2218017578125,199,7144.220703125,574.3826293945312,2271.666015625,1285.69091796875,0,1,1,1,3,0,2,0,103,0
0,0.0,2,0.0,17,8066.33349609375,1052.408935546875,1916.43798828125,0.0,0,3,0,0,2,0,2,1,103,0
3,685.1040649414062,0,0.0,12,620.2263793945312,202.76052856445312,3303.912841796875,0.0,0,6,1,1,1,6,2,0,0,0
0,25.72369384765625,0,0.0,49,7614.1650390625,0.0,81.97249603271484,2418.32568359375,0,2,2,1,0,9,0,1,100,1
1,45.82548141479492,0,0.0,14,3494.9853515625,0.0,2822.899169921875,0.0,0,3,1,1,1,0,2,0,0,0
1,126.8801040649414,0,0.0,18,6499.3203125,0.0,25.444313049316406,969.1693115234375,0,6,0,8,0,9,0,0,100,1
4,272.3675231933594,4,1082.6151123046875,64,5808.07763671875,171.2798309326172,2522.967041015625,0.0,0,4,1,1,0,1,2,0,103,0
5,368.87701416015625,1,143.8810577392578,31,5937.33984375,476.5530700683594,1594.4981689453125,0.0,2,6,1,1,0,12,0,1,101,0
2,914.7684936523438,4,1175.5408935546875,19,9204.06640625,114.36079406738281,914.6451416015625,176.27647399902344,0,0,1,1,3,5,2,0,103,0
3,693.3732299804688,0,0.0,34,3598.5283203125,1358.41943359375,3285.720947265625,0.0,0,6,2,1,0,2,2,0,102,0
0,0.0,0,0.0,1,503.9942626953125,1892.313720703125,4792.822265625,0.0,0,5,1,1,1,0,2,0,101,0
0,0.0,1,81.9589614868164,57,8044.5693359375,1101.5499267578125,1716.4605712890625,0.0,0,6,0,0,0,3,2,1,100,0
5,1512.178466796875,0,728.99853515625,67,8739.0166015625,571.0803833007812,2314.417236328125,0.0,0,7,2,1,1,2,2,0,102,0
0,0.0,0,0.0,82,8633.2841796875,227.24447631835938,1316.4788818359375,2253.88916015625,0,7,1,1,0,3,2,0,100,1
14,2043.30029296875,7,886.0174560546875,123,9372.6630859375,1537.1270751953125,884.3007202148438,122.22906494140625,0,1,1,1,0,5,2,0,103,0
1,356.9945373535156,0,0.0,30,4758.52734375,1560.1112060546875,4148.3115234375,0.0,0,6,0,1,0,0,2,0,101,0
4,376.8865966796875,0,0.0,51,7974.19580078125,192.92794799804688,2857.474365234375,0.0,0,5,1,1,0,7,0,0,100,1
14,1396.1551513671875,0,0.0,103,7825.23291015625,279.2700500488281,517.240966796875,1585.9639892578125,0,7,1,1,0,9,2,1,100,1
0,391.5571594238281,0,0.0,6,8070.11865234375,0.0,128.08644104003906,0.0,0,5,1,0,0,7,0,1,101,0
1,0.0,0,0.0,4,241.69520568847656,0.0,2522.124755859375,2377.44384765625,0,6,1,1,5,1,1,0,100,1
0,0.0,0,0.0,0,0.0,1892.218017578125,4724.09423828125,0.0,0,5,1,1,0,0,2,0,101,0
0,0.0,0,0.0,12,840.3598022460938,0.0,2426.11181640625,0.0,0,1,1,5,8,19,2,0,101,0
0,0.0,0,0.0,3,0.0,1877.5784912109375,4807.2607421875,0.0,0,7,1,1,2,2,2,0,101,0
0,0.0,0,0.0,4,141.93362426757812,0.0,4536.2021484375,0.0,0,1,1,0,3,4,2,0,101,0
1,683.36474609375,0,0.0,21,4310.537109375,0.0,979.4609375,0.0,0,1,1,1,3,0,2,0,100,0
0,0.0,0,0.0,7,1019.42578125,1569.2392578125,2898.811767578125,0.0,0,6,2,1,1,1,2,0,3,0
0,0.0,0,0.0,5,228.4675750732422,0.0,4424.15380859375,0.0,0,6,3,1,0,0,2,0,0,0
4,747.808349609375,0,0.0,37,8884.326171875,262.05145263671875,1453.818115234375,95.90520477294922,0,7,1,1,1,7,2,0,100,1
7,2282.539794921875,4,733.9091796875,205,9636.80078125,1197.8507080078125,2918.1650390625,0.0,0,5,1,1,8,9,1,1,103,0
0,0.0,0,0.0,3,1108.72509765625,1262.66845703125,2175.9912109375,0.0,0,5,1,1,1,0,2,0,0,0
8,2723.11572265625,2,888.1652221679688,246,9003.7373046875,305.0326232910156,473.1365966796875,276.4356384277344,0,5,1,1,0,6,2,0,103,0
1,600.6422119140625,2,973.9927978515625,5,9034.294921875,0.0,2719.27099609375,0.0,0,0,0,0,0,1,2,0,103,0
4,623.5452880859375,1,185.68605041503906,20,7500.259765625,0.0,33.86983871459961,2444.951904296875,0,6,1,1,1,1,0,0,100,1
0,0.0,0,0.0,59,3395.14404296875,0.0,2410.782958984375,0.0,0,5,1,5,8,1,2,0,102,0
1,29.305007934570312,1,777.4873657226562,41,4729.0546875,450.9876403808594,2068.17333984375,0.0,0,2,1,1,0,3,2,0,103,0
15,126.16995239257812,3,1041.6624755859375,60,6618.955078125,1266.27197265625,1382.5579833984375,554.9697265625,0,3,0,0,0,1,2,0,103,0
7,2675.59228515625,1,699.407958984375,23,8717.8759765625,628.3991088867188,1966.0377197265625,124.59160614013672,0,6,1,1,0,3,2,0,103,0
15,3020.589111328125,1,238.1101531982422,279,9544.4150390625,1141.7091064453125,2226.1552734375,137.30567932128906,0,3,1,1,0,6,2,0,103,0
0,0.0,0,0.0,3,1725.4248046875,1607.364501953125,4095.60205078125,0.0,0,5,1,1,3,0,2,0,3,0
15,2612.829345703125,0,0.0,37,5819.44921875,0.0,2862.793212890625,0.0,0,5,1,1,1,0,2,1,102,0
0,0.0,0,0.0,1,1626.4625244140625,1086.0548095703125,2749.67138671875,0.0,0,6,2,1,4,0,2,0,3,0
0,0.0,0,0.0,27,0.0,1896.591064453125,4006.57666015625,0.0,0,6,1,1,0,0,2,0,101,0
4,394.508056640625,1,0.0,202,7695.7666015625,495.9441223144531,2566.066650390625,459.84344482421875,0,5,1,1,1,6,2,0,0,0
0,0.0,0,0.0,21,5911.337890625,1305.78173828125,3179.58740234375,0.0,3,6,1,1,8,5,2,0,101,0
4,2022.196044921875,0,0.0,33,6278.5576171875,212.10133361816406,225.46595764160156,1358.84423828125,0,6,1,1,0,5,2,1,100,1
6,1394.46240234375,4,691.866455078125,40,5006.5537109375,0.0,1974.7066650390625,1984.52978515625,0,2,0,2,1,7,1,0,100,1
0,0.0,0,0.0,7,268.35296630859375,0.0,4267.31005859375,0.0,0,1,1,1,1,0,2,0,0,0
1,112.4920883178711,0,0.0,49,9967.275390625,742.3687133789062,3347.494384765625,365.1664733886719,0,3,1,3,0,0,2,0,100,1
0,0.0,0,0.0,2,772.100341796875,0.0,320.1820373535156,0.0,0,5,1,1,6,9,2,1,101,0
1,458.7646179199219,4,656.9999389648438,127,8944.1123046875,267.52093505859375,1014.4802856445312,384.3782043457031,0,7,2,1,0,1,2,0,100,1
0,0.0,0,0.0,6,3105.681640625,0.0,2623.25,0.0,3,6,1,1,0,1,2,0,101,0
1,2604.679931640625,0,0.0,37,7743.21826171875,0.0,2301.979736328125,100.376953125,0,5,1,1,0,6,2,0,100,1
0,0.0,0,0.0,2,173.40750122070312,1833.21142578125,4698.60986328125,0.0,0,5,1,0,0,0,2,0,101,0
14,2122.493896484375,3,1070.3436279296875,151,9152.134765625,739.8422241210938,2296.915771484375,152.90145874023438,0,6,1,1,0,0,2,0,103,0
1,387.97308349609375,0,0.0,29,5033.60400390625,0.0,152.8548583984375,0.0,0,6,1,1,0,0,2,0,0,0
0,0.0,0,0.0,1,0.0,1886.4345703125,4496.39794921875,0.0,0,5,1,0,2,0,2,0,101,0
0,0.0,0,0.0,4,-122.97716522216797,0.0,4259.72802734375,0.0,0,5,1,1,1,0,2,0,3,0
9,0.0,0,0.0,79,8908.7412109375,724.9962158203125,311.359130859375,0.0,0,7,1,1,0,1,2,1,102,0
0,0.0,0,0.0,3,177.2200469970703,1886.605712890625,4733.53857421875,0.0,0,6,1,1,3,5,2,0,101,0
1,380.85772705078125,0,0.0,50,7242.30712890625,0.0,278.4571228027344,0.0,0,6,1,1,0,3,2,0,100,1
1,127.88811492919922,2,0.0,63,8823.3798828125,117.36112976074219,2395.731689453125,0.0,0,4,1,1,1,6,2,1,0,0
0,0.0,0,0.0,29,5919.03515625,1459.6707763671875,4755.43310546875,0.0,0,6,1,1,1,0,2,0,100,1
4,2769.697509765625,0,0.0,49,1981.6160888671875,0.0,2385.2314453125,0.0,0,7,3,1,5,0,2,0,0,0
0,0.0,0,0.0,7,2627.48095703125,1385.1302490234375,4210.00390625,0.0,0,6,2,1,0,2,2,0,101,0
7,2263.935546875,4,1238.305908203125,168,9504.23046875,361.94622802734375,3248.572265625,207.62315368652344,0,3,2,1,3,3,2,0,103,0
0,0.0,0,0.0,7,208.83372497558594,1820.4471435546875,3028.1513671875,0.0,0,5,2,1,1,0,2,0,3,0
14,575.6080932617188,4,1072.6611328125,262,9168.6884765625,1159.34619140625,2226.45263671875,1409.176025390625,0,5,2,1,2,0,2,1,103,0
5,832.67431640625,0,-6.4641923904418945,57,3909.443115234375,624.7103271484375,2004.3419189453125,787.3463134765625,0,1,0,3,3,3,2,0,100,1
8,2308.984375,4,1169.366943359375,207,7295.291015625,331.9481201171875,1976.50634765625,327.71234130859375,0,5,0,0,1,16,2,0,103,0
0,0.0,1,263.2005615234375,76,4916.24462890625,1091.117431640625,997.2166748046875,0.0,0,6,1,3,0,1,2,0,101,0
0,0.0,0,0.0,2,2976.824462890625,1825.948974609375,3364.6259765625,0.0,0,6,2,1,2,0,2,1,0,0
1,307.21832275390625,0,0.0,88,8435.8203125,152.26905822753906,850.6449584960938,1107.01025390625,2,6,1,1,0,3,2,1,100,1
0,0.0,0,0.0,2,167.3608856201172,0.0,1663.393310546875,0.0,0,6,1,1,3,1,2,0,3,0
2,749.01708984375,0,0.0,16,4045.117431640625,415.6539001464844,4070.24951171875,0.0,0,1,1,1,1,4,2,0,102,0
3,1246.4564208984375,4,2.4250998497009277,164,8476.5849609375,1313.7132568359375,2503.362060546875,135.97372436523438,0,7,1,1,7,6,2,0,100,1
0,0.0,1,210.41275024414062,54,7854.62060546875,1745.4542236328125,4082.985595703125,0.0,3,6,1,1,0,2,2,0,101,0
1,413.29742431640625,2,925.859130859375,24,4774.13134765625,0.0,3078.267333984375,0.0,0,5,1,1,8,9,1,0,102,0
4,479.9225158691406,0,0.0,47,5787.05712890625,0.0,2005.2822265625,1900.779541015625,0,5,1,2,5,0,2,0,100,0
6,218.30030822753906,0,0.0,21,5450.43310546875,0.0,45.99834442138672,2405.26806640625,0,7,1,1,1,7,1,0,100,1
9,3123.169921875,1,84.04531860351562,30,8868.0810546875,0.0,1427.32080078125,693.6350708007812,0,5,1,1,0,1,0,1,100,1
0,0.0,0,0.0,72,8109.146484375,254.8827362060547,167.919189453125,175.2121124267578,0,1,1,3,0,9,0,1,102,0
5,369.68359375,0,0.0,36,4367.06494140625,0.0,2678.47900390625,0.0,0,0,1,0,2,1,2,0,101,0
0,0.0,0,0.0,46,2416.317626953125,0.0,2772.872314453125,0.0,0,6,1,1,1,1,2,0,3,1
