gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,cluster,Churn
0,0,0,0,16,1,0,0,2,0,0,0,2,0,0,0,1,873.4478759765625,6672.82080078125,2,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,2,46.08961868286133,5448.705078125,1,0
1,1,0,0,31,1,2,1,0,0,1,0,2,2,0,1,2,1338.1864013671875,5864.98046875,102,0
0,0,1,1,21,1,2,1,1,2,2,0,2,0,0,0,2,1318.454345703125,3501.810546875,3,0
0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,3,36.62397384643555,1027.983154296875,1,0
0,0,0,0,13,0,1,0,1,0,0,0,0,0,0,1,2,180.1766815185547,1447.0386962890625,100,0
1,0,1,1,70,1,0,2,1,1,1,1,1,1,0,1,3,63.71693801879883,2222.046875,1,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,76.25004577636719,1937.27490234375,1,0
0,1,0,0,31,1,0,1,0,0,0,2,2,0,0,0,2,1485.1341552734375,883.1268920898438,101,0
0,0,0,0,15,0,0,0,2,0,0,2,0,0,0,0,2,300.17596435546875,2307.5810546875,100,1
0,1,0,0,41,1,0,0,0,0,1,0,1,2,0,1,0,919.825927734375,3185.0576171875,101,0
0,1,0,0,4,1,0,1,0,0,0,0,0,2,0,1,1,910.3887329101562,6019.9716796875,102,1
0,0,0,0,52,0,1,0,1,0,0,0,1,0,1,1,2,301.266845703125,2801.751220703125,103,0
0,1,0,0,29,1,0,1,1,1,1,0,2,2,0,1,1,1273.3453369140625,3882.5830078125,102,0
0,0,0,0,73,1,0,2,1,1,1,1,1,1,2,0,3,44.36912155151367,1019.8477783203125,1,0
0,0,1,1,69,1,0,1,2,2,0,2,2,2,2,0,0,1627.51611328125,6558.12109375,3,0
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,3,41.06735610961914,886.4874267578125,1,0
0,0,1,0,51,1,2,1,1,2,1,0,0,0,0,0,0,1126.7296142578125,4537.08642578125,3,0
0,1,0,0,7,1,0,0,0,1,1,0,1,0,0,0,0,526.2994995117188,3017.55126953125,102,0
1,1,0,0,34,1,1,1,0,0,1,0,2,2,0,1,2,1371.8699951171875,3617.233154296875,102,1
0,0,1,1,27,1,0,0,2,0,2,0,2,2,2,1,1,1002.8956909179688,4190.39599609375,3,0
0,1,0,0,14,1,0,1,0,0,0,0,0,0,0,1,2,762.4669799804688,917.167724609375,102,0
0,0,0,0,71,1,0,0,1,1,1,2,2,1,1,1,0,877.4998779296875,4095.200439453125,1,0
1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,901.294189453125,5994.3759765625,102,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,409.72314453125,6233.4619140625,102,1
0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,2,220.4575958251953,3168.559326171875,100,0
0,0,0,0,51,0,1,2,1,1,1,2,1,1,2,0,0,244.8966827392578,3726.104248046875,1,0
0,1,0,0,24,1,0,1,0,0,0,0,0,0,0,1,2,856.8009033203125,2631.401123046875,102,0
0,0,1,0,39,0,1,0,2,0,0,2,2,0,1,0,0,335.4218444824219,1926.836669921875,103,0
1,0,0,0,45,1,0,1,2,2,0,2,2,0,0,0,1,1258.508544921875,3962.319091796875,3,0
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,0,22.450538635253906,6372.74462890625,1,0
0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,1,2,92.38259887695312,2438.46484375,100,0
0,0,1,1,33,0,1,0,0,0,2,0,0,0,2,1,1,159.3846435546875,1029.5435791015625,100,0
0,0,0,0,71,1,2,0,2,2,2,2,2,2,2,1,0,1325.1378173828125,4747.3564453125,101,0
1,0,1,0,10,0,1,0,0,0,0,0,1,0,0,0,2,115.92823791503906,2202.2138671875,100,0
1,1,0,0,26,1,1,1,0,2,0,0,2,2,0,1,2,1206.0869140625,3474.4853515625,102,0
0,0,1,1,49,0,1,0,1,0,2,2,1,0,2,0,0,342.6752014160156,2948.782958984375,103,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,21.10305404663086,5188.04345703125,1,0
0,1,1,0,65,1,2,1,1,2,2,1,2,2,0,1,2,1609.0167236328125,4676.78662109375,101,0
1,0,0,0,36,1,2,1,0,0,0,0,0,0,0,1,2,963.6890869140625,3197.069580078125,2,1
1,0,1,1,78,1,2,0,0,2,2,2,2,0,2,0,0,937.6004638671875,4258.26123046875,3,0
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,112.49894714355469,2777.04150390625,100,1
1,1,0,0,44,1,0,1,1,0,2,2,2,2,1,1,2,1509.333740234375,3975.234375,101,0
0,1,1,0,64,1,0,1,2,0,1,0,0,0,0,0,2,1093.180419921875,709.9346923828125,101,0
1,0,0,0,70,1,0,2,1,1,1,1,1,1,1,0,3,39.88196563720703,828.6029052734375,1,0
0,0,1,1,43,1,0,2,1,1,1,1,1,1,0,0,0,15.574918746948242,3249.64697265625,1,0
1,0,0,0,4,1,2,1,0,2,0,0,2,2,0,1,2,1361.8927001953125,505.4825439453125,2,1
0,0,0,0,24,1,0,2,1,1,1,1,1,1,0,1,3,98.55717468261719,2741.879638671875,1,0
0,0,1,1,12,0,1,0,1,0,0,0,0,0,0,1,1,232.07510375976562,1731.887939453125,100,0
0,0,0,0,48,0,1,0,1,1,0,1,1,0,1,0,2,275.586669921875,3457.61376953125,103,0
0,1,1,0,71,1,2,0,1,1,1,2,1,0,1,0,0,932.8245239257812,4213.97412109375,101,0
0,0,1,1,74,0,1,0,1,2,2,2,2,2,2,0,0,569.3257446289062,5332.88671875,103,0
0,1,0,0,18,1,1,1,1,1,1,0,2,1,0,0,1,1313.60302734375,3556.085205078125,101,1
0,0,0,0,48,0,2,2,1,1,1,1,1,1,1,1,0,113.76630401611328,2662.478271484375,1,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,1,0,47.03754425048828,1244.920166015625,1,0
1,0,0,0,50,1,0,1,2,1,1,0,0,2,0,1,2,1181.180419921875,3197.13623046875,2,1
0,0,0,0,13,1,0,0,1,2,0,0,0,0,0,1,3,449.08575439453125,5497.79638671875,2,0
1,1,1,0,75,1,2,1,2,2,1,1,2,2,2,0,1,1534.1719970703125,5752.64794921875,101,0
1,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,938.4436645507812,3148.486328125,2,1
0,0,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,1167.6927490234375,262.87786865234375,2,1
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,46.953575134277344,1011.6919555664062,1,0
0,1,1,0,27,1,1,1,1,2,1,1,2,2,0,0,1,1540.0286865234375,5080.97705078125,101,0
0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,2,953.7566528320312,1637.7059326171875,1,0
0,1,0,0,8,1,0,1,1,0,0,0,0,0,0,0,2,736.9612426757812,711.3444213867188,102,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,46.83490753173828,1044.63525390625,1,0
0,0,0,0,63,1,0,2,1,1,1,1,1,1,0,0,2,31.29292106628418,5399.353515625,1,0
0,1,0,0,20,1,0,0,1,0,0,0,0,0,1,0,2,474.12078857421875,3479.86376953125,1,0
0,0,1,1,39,0,1,0,1,0,0,0,0,0,0,0,1,164.92893981933594,2635.387939453125,100,0
0,0,0,0,56,0,1,0,0,1,0,0,0,0,0,1,1,119.94257354736328,1529.6361083984375,100,0
0,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,3,18.34324073791504,5152.30810546875,1,0
0,1,0,0,18,1,2,1,1,2,0,0,2,2,0,1,2,1298.7059326171875,5194.97802734375,3,1
0,0,0,0,47,1,0,2,1,1,1,1,1,0,0,0,0,222.6630859375,537.8560180664062,1,0
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,880.010498046875,5571.033203125,2,1
0,1,0,0,60,1,2,1,1,2,1,1,2,2,0,1,1,1654.2244873046875,5482.76708984375,101,0
0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,932.066650390625,2219.5693359375,102,0
0,0,0,0,29,0,1,0,0,0,1,0,0,0,0,1,1,285.8702392578125,4334.19189453125,100,0
0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,66.25961303710938,1886.1104736328125,100,0
0,1,0,0,15,1,0,1,2,0,0,0,0,0,0,1,2,818.9077758789062,4096.66357421875,102,0
0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,3,178.80674743652344,540.9795532226562,100,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,0,42.05056381225586,1186.2459716796875,1,0
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,-3.180283784866333,6029.62744140625,1,0
0,1,0,0,62,1,2,1,1,1,1,0,2,1,0,1,1,1353.4171142578125,3853.898193359375,101,0
0,0,1,0,71,1,0,0,0,2,2,2,2,2,1,1,2,931.9514770507812,3493.3203125,3,0
1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,0,2,748.9490966796875,3531.21728515625,102,0
0,1,0,0,42,1,2,2,1,1,1,1,1,1,0,0,1,77.42106628417969,4309.95654296875,1,0
0,1,0,0,33,1,0,1,0,2,2,2,2,2,0,1,2,1417.9610595703125,3583.880615234375,3,0
0,0,0,0,17,0,1,0,2,2,0,0,0,0,0,1,1,226.77371215820312,5887.23193359375,100,1
0,1,0,0,13,1,0,1,0,1,0,0,0,0,0,1,1,832.578857421875,3240.08935546875,102,1
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,2,47.012081146240234,544.0403442382812,1,0
1,0,1,0,49,0,1,0,1,0,2,2,0,2,2,1,1,429.5166320800781,5031.0146484375,103,0
1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,2,860.5769653320312,1338.074462890625,2,1
0,1,0,0,27,1,0,1,1,0,1,0,0,0,0,0,1,920.1392822265625,1055.9608154296875,101,0
0,1,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,924.9454956054688,6233.7685546875,102,0
0,0,1,0,26,1,0,1,1,0,0,2,2,2,1,0,1,1458.862548828125,3878.37841796875,101,0
1,0,0,0,31,1,0,2,1,1,1,1,1,1,0,0,3,34.00941848754883,1994.340087890625,1,0
0,1,0,0,24,1,0,1,0,0,0,0,2,2,0,1,2,1336.782470703125,4148.0234375,102,0
1,0,0,0,20,1,0,0,2,2,0,0,2,0,0,0,2,309.3033447265625,3379.4111328125,3,0
1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,858.7532958984375,842.7909545898438,2,1
1,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,3,37.84687423706055,4138.03662109375,1,0
0,1,1,0,63,1,2,1,1,2,2,1,2,2,0,0,1,1515.734619140625,5918.77685546875,101,0
1,1,0,0,20,1,2,1,1,2,1,0,2,2,0,1,1,1397.0201416015625,3692.00634765625,101,0
1,0,0,1,74,1,0,2,1,1,1,1,1,1,2,0,3,47.470947265625,1284.11669921875,1,0
0,1,0,0,17,1,0,0,1,0,0,1,0,0,0,1,2,404.7372741699219,374.46575927734375,102,0
1,1,0,0,21,1,2,1,0,0,2,0,2,2,0,1,2,1361.7330322265625,4045.096435546875,2,1
0,0,1,1,19,1,0,1,0,0,0,2,2,0,0,0,2,990.143798828125,3679.41455078125,2,0
0,0,1,0,43,0,1,0,1,0,1,0,2,1,1,1,2,504.229248046875,1892.4635009765625,103,0
0,0,1,1,29,1,0,1,0,0,2,0,2,2,1,1,1,1162.532470703125,1175.24169921875,3,0
0,1,0,0,24,1,2,1,0,1,1,0,0,0,0,0,1,884.8334350585938,3784.698974609375,102,0
0,0,0,0,65,0,1,0,0,0,1,0,2,0,1,0,1,361.5713195800781,2566.4287109375,103,0
0,1,1,0,64,1,2,1,2,2,2,2,2,2,2,1,0,1673.21630859375,5800.22314453125,101,0
1,1,0,0,58,1,2,1,1,2,1,0,2,2,0,1,2,1549.1895751953125,5853.26708984375,101,0
0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,77.43987274169922,1391.541259765625,100,0
1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,491.172607421875,2221.8671875,102,0
1,1,0,0,54,1,1,1,1,2,1,1,2,2,0,1,1,1592.4090576171875,4286.1533203125,101,0
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,0,3,39.12933349609375,4381.693359375,1,0
0,0,1,1,56,1,2,1,2,2,0,0,0,2,0,1,1,1185.072265625,3922.427001953125,3,0
1,0,1,0,39,1,0,2,1,1,1,1,1,1,0,0,0,44.83939743041992,5837.18017578125,1,0
0,1,0,0,11,1,0,1,1,0,0,0,0,0,0,1,2,919.0452880859375,738.396484375,2,0
0,1,0,0,65,1,0,1,1,1,1,1,2,1,1,0,2,1351.148681640625,4779.43505859375,101,0
0,0,0,0,37,0,1,0,1,0,0,2,0,0,0,0,2,273.356689453125,4297.2431640625,1,0
0,0,0,0,68,1,2,1,2,2,2,2,2,2,2,0,1,1651.647705078125,6730.22216796875,3,0
0,0,0,0,49,0,1,0,1,0,1,2,1,0,2,1,0,304.27471923828125,2283.714111328125,103,0
0,0,0,0,40,1,0,2,1,1,1,1,1,1,0,0,0,31.379133224487305,3915.191650390625,1,0
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,2,800.4384765625,2817.06103515625,2,1
1,1,0,0,5,1,2,1,0,0,0,0,0,0,0,1,2,808.9268798828125,5970.1904296875,102,1
0,1,0,0,26,1,0,1,0,0,0,2,2,2,0,1,2,1186.9666748046875,4261.45947265625,102,0
0,0,1,1,50,0,1,0,2,0,0,2,0,0,2,0,0,322.0433044433594,3039.401123046875,103,0
0,0,1,0,70,1,1,1,2,2,2,2,2,2,2,0,0,1542.2164306640625,5578.8955078125,3,0
0,0,0,0,74,1,0,2,1,1,1,1,1,1,2,0,0,81.674072265625,6061.25341796875,1,0
1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,780.4891357421875,1965.93701171875,102,0
0,0,1,1,72,1,0,0,2,2,2,2,0,0,2,1,1,663.5093383789062,5364.69482421875,3,0
1,0,0,0,71,1,2,1,2,2,1,1,0,0,0,1,1,1116.848388671875,3427.194580078125,3,0
1,1,0,0,48,1,2,1,0,2,1,0,2,0,0,1,2,1162.1309814453125,3747.733642578125,102,0
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,437.6247253417969,4211.150390625,102,1
0,0,0,0,23,1,0,0,2,0,2,2,0,0,2,0,3,727.228515625,4408.48291015625,3,0
1,0,0,0,5,1,0,1,2,0,0,0,0,0,0,0,3,943.3919677734375,386.2887268066406,2,1
0,0,1,0,45,1,0,1,0,1,0,2,0,0,0,0,2,846.3692626953125,2519.246337890625,102,0
0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,2,825.2463989257812,5143.447265625,2,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,52.24772644042969,944.3677978515625,1,0
0,1,0,0,26,1,2,1,1,0,0,0,2,1,0,1,2,1436.0252685546875,1949.2181396484375,101,0
0,1,1,0,47,1,2,1,1,2,1,0,2,2,0,1,2,1332.3580322265625,5512.68017578125,101,0
0,0,0,0,71,1,2,1,0,2,2,0,2,2,1,1,2,1399.1156005859375,3962.542724609375,3,0
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,3,51.92544174194336,6304.35595703125,1,0
0,0,1,1,65,0,1,0,1,0,2,2,2,2,2,1,0,446.3359069824219,4116.033203125,103,0
0,0,1,0,29,0,1,0,2,0,0,0,0,0,1,1,1,210.07130432128906,1390.3052978515625,103,0
0,0,0,0,28,1,0,1,0,1,1,0,0,0,0,1,2,871.7855224609375,1450.1195068359375,102,1
0,1,0,0,9,1,0,0,1,0,0,0,0,0,0,0,1,402.6723327636719,3849.952880859375,102,0
0,0,0,0,49,0,1,0,1,0,0,2,0,0,1,0,0,193.75161743164062,2123.48291015625,100,0
0,0,0,0,37,0,1,0,2,2,0,2,2,2,1,0,0,423.3134460449219,3434.964111328125,103,0
0,1,0,0,14,1,0,1,0,0,0,0,2,2,0,1,2,1159.8385009765625,3366.223876953125,102,1
0,0,1,1,40,1,0,0,2,0,2,2,0,2,2,0,1,484.5120544433594,4406.69287109375,3,0
0,0,1,0,12,1,0,0,2,0,0,2,0,2,1,0,0,765.7021484375,2480.42724609375,3,0
0,0,1,1,33,0,1,0,1,0,0,0,0,0,1,0,0,182.4475555419922,2830.19775390625,103,0
1,1,0,0,30,1,2,1,0,0,1,0,2,2,0,1,2,1024.22314453125,3670.6142578125,102,1
0,1,0,0,31,1,0,1,1,0,1,0,1,2,0,1,2,1105.2178955078125,4289.25,102,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,3,-8.218037605285645,4239.5966796875,1,0
0,0,1,1,27,1,0,0,2,0,0,2,0,2,1,1,1,378.1932067871094,6156.50048828125,2,0
0,0,1,0,66,1,0,0,2,1,0,2,0,0,1,0,1,792.2883911132812,2036.8148193359375,3,0
0,0,0,0,37,1,0,1,0,0,1,0,2,0,0,1,1,857.4539794921875,4088.10009765625,102,0
1,1,0,0,73,1,2,2,1,1,1,1,1,1,1,0,1,101.60116577148438,825.3281860351562,101,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,1,0,0,54.12223815917969,4142.37451171875,1,0
0,0,1,1,70,1,1,0,2,0,0,2,0,0,2,0,0,582.4327392578125,3273.7841796875,3,0
0,0,0,0,48,1,0,2,1,1,1,1,1,1,1,0,0,-24.277456283569336,6306.158203125,1,0
0,0,1,1,55,0,1,0,1,0,0,2,2,2,1,1,0,541.1209106445312,1397.522216796875,103,0
0,0,1,0,47,0,1,0,2,0,0,2,0,0,0,1,3,437.1684875488281,1338.0921630859375,3,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,1,23.73668670654297,2620.06689453125,1,0
0,1,1,0,33,1,2,1,1,1,1,1,2,0,0,0,1,1309.9942626953125,4394.92138671875,101,0
0,1,1,0,68,1,1,0,1,0,2,2,2,2,1,0,0,886.1279296875,4435.8203125,101,0
0,0,0,1,41,1,0,0,2,0,0,0,2,0,1,0,1,781.9812622070312,893.0255126953125,3,0
0,0,1,0,69,0,1,0,0,2,1,2,2,1,1,0,1,407.7565002441406,4190.72265625,103,0
0,1,1,0,65,1,2,1,2,2,2,2,2,2,2,1,2,1684.50390625,6078.85791015625,101,0
0,0,1,0,62,0,1,0,0,0,2,2,0,0,1,1,1,343.5215148925781,972.83349609375,2,0
0,0,1,0,67,1,2,1,2,2,2,2,2,2,2,0,0,1631.756591796875,6520.1796875,101,0
1,0,1,0,35,0,1,0,1,0,0,0,2,0,0,1,2,294.53265380859375,2706.165771484375,100,0
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,301.5013427734375,3869.43798828125,2,1
0,1,0,0,54,1,0,1,2,0,0,1,2,2,1,0,2,1265.44775390625,3510.49267578125,3,0
0,1,0,0,29,1,0,1,0,0,0,0,0,0,0,1,2,791.2474365234375,6217.86279296875,102,0
0,0,1,1,43,0,1,0,1,0,0,2,0,0,1,0,0,259.63262939453125,2789.68701171875,103,0
0,0,1,1,65,1,2,1,2,2,2,2,2,2,2,1,1,1672.5513916015625,6780.77490234375,3,0
1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,2,525.5723876953125,1028.501708984375,102,0
1,1,0,0,17,1,0,1,0,0,0,0,2,2,0,1,2,1284.996826171875,4609.41455078125,102,0
0,0,0,0,42,0,1,0,1,0,0,2,1,0,1,0,2,308.53863525390625,4054.24267578125,101,0
0,1,0,0,8,1,0,1,0,0,0,0,0,2,0,1,2,1137.3642578125,2584.77099609375,102,0
0,0,0,0,21,1,2,1,0,0,0,0,2,0,0,1,2,1140.2684326171875,4673.1376953125,2,1
0,1,1,0,34,1,0,1,0,0,0,0,2,0,0,1,1,882.3214111328125,949.0692749023438,102,0
0,0,1,1,60,0,1,0,1,0,2,2,2,2,2,0,0,482.8649597167969,3100.817138671875,103,0
0,0,0,0,44,0,1,0,1,0,0,2,0,0,0,1,2,236.0090789794922,3044.82373046875,100,0
0,0,1,0,65,0,1,0,1,0,0,0,0,0,1,0,1,193.20724487304688,2461.85595703125,103,0
0,0,0,0,13,1,0,1,1,2,2,0,2,2,0,1,2,1213.7020263671875,4038.85791015625,3,0
0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,1,32.19716262817383,4217.7958984375,102,1
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,0,20.92498016357422,3944.799072265625,1,0
0,0,0,1,66,1,1,0,2,0,2,2,0,2,1,1,1,430.9942932128906,1238.874755859375,3,0
0,0,1,0,49,1,2,1,0,2,0,0,2,0,0,1,0,1219.9188232421875,5877.9541015625,3,0
0,0,1,1,32,0,1,0,1,1,0,0,0,0,1,1,1,253.20822143554688,2386.803466796875,100,0
0,0,1,0,60,0,1,0,2,0,0,2,2,2,1,1,0,469.9752197265625,3358.4912109375,103,0
0,1,1,0,69,1,2,1,0,0,1,0,2,2,0,0,1,1321.1378173828125,522.5808715820312,102,0
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,866.23779296875,2171.24072265625,102,1
0,1,0,0,29,1,0,1,1,1,0,2,0,2,1,1,2,1270.6085205078125,6389.541015625,101,0
1,0,0,0,22,1,0,1,2,0,2,2,2,2,0,0,3,1351.36181640625,851.4102172851562,3,0
1,0,1,1,40,0,1,0,1,1,2,2,2,2,1,0,1,429.9376525878906,3766.618896484375,103,0
0,0,1,0,18,1,0,0,0,0,2,0,0,0,0,0,2,431.7247009277344,471.1363525390625,2,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,835.1375732421875,3696.3115234375,2,0
0,0,0,0,31,0,1,0,0,0,0,0,1,0,0,1,2,243.2626495361328,3018.451416015625,100,0
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,67.24190521240234,998.5492553710938,1,0
0,0,1,1,75,1,0,0,2,0,2,2,2,2,2,1,0,759.2890014648438,4810.41064453125,3,0
0,1,0,0,24,1,0,0,2,1,0,0,0,0,0,0,1,423.1651611328125,4470.21630859375,2,0
0,0,1,1,42,0,1,0,2,0,0,0,0,0,2,0,1,213.21963500976562,3166.627197265625,103,0
0,0,0,0,66,0,1,0,1,0,1,2,1,0,1,1,0,330.20465087890625,2307.386474609375,103,0
1,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,2,1014.3781127929688,6262.52880859375,2,1
0,0,1,1,51,1,2,1,1,2,2,0,2,2,0,1,2,1406.13330078125,3681.9580078125,101,0
0,1,1,0,67,1,2,1,1,0,1,0,2,2,0,1,2,1487.838623046875,5521.58837890625,101,0
0,0,0,0,62,1,2,1,2,2,1,0,2,2,0,1,1,1498.69677734375,4236.42626953125,3,0
0,0,1,1,38,1,0,0,2,0,0,2,2,0,1,0,0,596.8190307617188,4159.7724609375,3,0
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,816.613037109375,498.69219970703125,102,1
0,0,0,0,49,0,1,0,1,0,2,2,0,2,1,1,0,397.81011962890625,2761.47607421875,103,0
0,0,1,1,42,0,1,0,1,2,0,2,0,0,2,1,0,257.96221923828125,4384.61279296875,103,0
0,1,0,0,24,1,0,1,1,0,0,0,2,2,0,0,2,1144.530517578125,751.165283203125,102,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,367.6513671875,6104.578125,2,1
0,0,0,0,35,0,1,0,2,0,0,1,0,0,0,0,2,145.81039428710938,6613.52392578125,103,0
1,1,0,0,38,1,2,1,0,2,0,0,0,2,0,1,2,1098.927490234375,3053.308349609375,102,0
1,1,0,0,14,1,2,1,0,0,1,0,2,0,0,1,2,1104.642822265625,3604.08349609375,102,0
1,1,0,0,38,1,0,1,0,1,1,0,2,2,0,1,2,1541.308349609375,4045.196044921875,101,0
1,0,1,1,3,1,0,1,1,2,0,0,2,2,0,0,0,1177.9945068359375,2062.689697265625,2,0
1,0,0,1,39,0,1,0,1,0,0,2,2,0,0,0,2,579.5155029296875,1371.974853515625,100,0
0,0,0,0,35,0,1,0,1,0,0,0,0,2,0,0,0,284.03643798828125,4116.65966796875,100,0
0,0,1,1,13,0,1,0,1,0,1,0,0,1,1,1,2,690.8531494140625,852.29052734375,100,0
0,0,0,0,22,1,0,1,0,1,0,2,2,2,0,1,2,1441.5911865234375,4549.23681640625,3,0
0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,1,3,432.9710998535156,4755.12060546875,2,0
0,0,1,1,34,0,1,0,0,1,1,2,2,0,0,0,0,274.2228088378906,4064.8134765625,103,0
0,0,1,0,3,1,0,0,2,0,0,2,0,0,0,0,3,455.7253723144531,2779.116943359375,2,1
0,0,0,0,56,1,0,0,2,2,2,2,0,0,0,1,3,414.5013122558594,409.0912170410156,3,0
0,0,0,0,22,1,0,1,0,2,2,2,0,0,0,1,1,1019.81494140625,3216.93310546875,2,0
0,0,1,1,50,0,1,0,2,2,0,2,0,0,2,0,0,699.6045532226562,3451.078857421875,103,0
0,1,1,0,55,1,2,1,1,0,1,0,2,2,0,0,2,1316.7486572265625,5819.3642578125,102,0
0,1,0,0,71,1,2,1,2,2,1,1,2,2,0,1,1,1539.364990234375,5629.40771484375,101,0
0,1,0,0,34,1,1,1,0,0,1,0,2,2,0,0,2,1269.6427001953125,3459.230712890625,101,0
0,0,1,1,73,1,0,2,1,1,1,1,1,1,0,0,1,28.761356353759766,853.1043090820312,1,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,0,376.1100158691406,5371.828125,1,0
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,26.728483200073242,3912.8720703125,1,0
0,0,1,1,43,0,1,0,1,0,2,2,0,0,2,0,2,276.1480712890625,895.447509765625,103,0
0,1,0,0,38,1,0,1,0,2,2,2,2,0,0,0,0,1252.4239501953125,4151.5859375,101,0
0,0,0,0,15,0,1,0,1,0,0,2,0,0,0,1,2,206.24755859375,1636.9820556640625,100,0
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,90.32417297363281,1736.6376953125,100,0
1,0,0,0,10,1,0,0,0,0,2,0,0,0,0,0,2,702.7880859375,3384.791015625,2,0
1,0,0,0,55,1,2,1,2,2,2,2,0,2,1,1,1,1476.639892578125,4688.603515625,3,0
0,0,0,0,46,0,1,0,1,0,0,0,0,0,0,1,1,115.15906524658203,2588.48291015625,100,0
1,1,0,0,22,1,1,1,0,2,0,0,0,2,0,1,2,1219.02197265625,4200.48681640625,102,1
0,1,0,0,39,1,2,1,0,0,0,0,0,0,0,1,2,946.0247802734375,769.7818603515625,102,1
0,0,0,0,42,1,2,1,0,2,1,0,0,2,0,1,0,1407.3822021484375,6004.26416015625,3,0
1,1,0,0,45,1,1,1,1,2,0,1,2,2,0,0,1,1495.7359619140625,3323.74658203125,101,0
0,0,0,0,44,1,2,1,2,2,0,2,0,0,0,1,3,949.0730590820312,1630.8203125,3,0
1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,335.8162536621094,2962.235107421875,100,0
0,1,0,0,25,1,0,1,0,0,0,0,2,2,0,1,2,1401.82666015625,3523.53662109375,101,0
1,1,0,0,67,1,2,1,0,2,1,0,2,2,0,0,1,1446.2904052734375,6106.08984375,101,0
1,0,1,0,18,1,0,1,2,0,0,0,0,0,0,1,2,564.6719970703125,5438.02880859375,2,0
0,0,1,0,26,0,1,0,0,0,0,0,0,0,0,0,2,129.1883087158203,1991.574951171875,100,0
