AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,cluster,OUTCOME
3,1,0,3,2,2,5167.34814453125,1,0,1,1,2,22,0,2,0,4,100,0
2,0,0,1,2,1,3718.03076171875,1,1,0,1,0,12,0,2,0,1,3,0
1,1,0,0,0,0,8230.3603515625,1,1,0,1,0,8,0,1,2,5,100,1
2,0,0,0,0,2,9239.96875,0,1,0,1,1,6,0,0,0,0,1,1
2,0,0,0,0,0,7590.0625,0,1,0,0,1,8,1,2,0,0,103,1
1,0,0,1,0,0,4291.3876953125,1,1,0,0,0,21,0,0,0,0,101,0
1,0,0,1,0,0,3607.52197265625,1,1,0,0,0,13,0,1,0,1,2,0
3,1,0,3,2,2,8246.80859375,1,1,1,1,0,12,0,2,0,7,100,0
2,0,0,1,2,2,8190.95654296875,0,1,1,0,0,12,0,3,0,0,1,0
1,0,0,1,0,1,9043.43359375,1,0,1,1,2,21,0,2,0,2,101,0
1,1,0,1,0,0,9301.419921875,0,1,0,1,0,10,1,0,0,0,103,1
1,1,0,1,0,1,1287.2965087890625,1,0,1,1,0,8,0,5,0,1,1,0
1,1,0,0,0,1,834.0715942382812,1,1,1,1,0,8,1,1,0,1,103,1
0,0,0,0,0,1,443.02764892578125,0,1,0,0,0,12,0,0,0,0,2,1
2,0,0,1,0,2,9241.98046875,0,1,0,1,0,11,0,2,0,2,3,0
2,0,0,2,2,2,7312.60205078125,0,0,1,0,0,11,0,2,0,3,3,0
1,1,0,1,2,2,9075.939453125,1,1,0,0,2,12,0,2,1,1,100,0
1,1,0,1,1,1,8183.8193359375,1,0,1,1,0,10,1,3,0,1,103,0
2,1,0,2,0,1,5132.29248046875,1,0,1,1,1,8,0,4,0,1,100,0
2,0,0,2,1,0,9006.1123046875,1,1,1,1,0,8,0,1,0,0,1,0
0,0,0,0,0,1,3261.740478515625,0,1,0,0,0,16,0,0,0,0,2,0
0,1,0,0,0,1,2676.48046875,1,1,0,0,0,10,1,0,0,0,103,1
2,1,0,1,0,0,6346.69091796875,0,1,0,0,0,8,0,2,0,1,1,0
1,1,0,1,2,2,5533.7578125,1,1,0,1,0,14,0,2,0,3,1,0
1,0,0,0,0,0,8760.98046875,1,1,0,1,0,21,0,1,0,0,101,0
2,0,0,2,2,2,6295.84716796875,1,0,1,1,1,8,0,4,0,1,3,0
1,0,0,0,0,2,9405.9453125,1,1,1,0,0,21,0,0,0,0,101,0
1,1,0,0,0,0,4360.72607421875,1,1,0,1,2,21,0,0,0,0,101,1
2,0,0,2,2,2,7789.7490234375,1,1,1,1,1,6,0,3,0,1,3,0
1,0,0,0,0,1,9221.7578125,0,0,1,0,0,12,0,1,0,1,2,0
0,0,0,0,0,0,6414.13525390625,0,0,0,0,2,16,0,0,0,0,2,1
2,1,0,1,0,1,6760.50341796875,1,1,1,1,0,11,0,3,0,3,3,0
2,1,0,2,2,2,8090.2431640625,1,1,1,1,1,7,0,2,0,5,3,0
3,0,0,3,0,2,8544.908203125,1,1,1,1,0,8,0,2,0,5,3,0
3,0,0,2,2,2,7667.33203125,1,0,1,1,0,8,0,2,0,2,3,0
3,1,0,3,2,2,7120.900390625,1,0,1,1,0,5,0,4,0,9,100,0
1,1,0,1,2,0,8493.564453125,1,0,1,1,0,8,0,2,0,2,1,0
0,1,0,0,0,1,202.2803497314453,1,1,0,0,0,13,0,0,0,3,2,1
2,0,0,1,1,2,8249.986328125,1,0,1,0,0,10,1,2,0,2,103,0
1,1,0,0,0,1,4552.83984375,1,1,0,1,2,8,0,0,0,0,2,1
0,1,0,0,0,1,8911.0107421875,1,1,0,0,2,18,0,0,0,0,101,1
1,0,0,1,0,2,9115.369140625,1,1,1,1,2,5,1,2,0,1,103,1
0,0,0,0,0,1,9182.6650390625,0,1,0,0,0,13,0,0,0,0,2,1
1,0,1,1,1,2,5318.05615234375,1,0,1,1,0,6,0,1,0,0,102,0
1,1,0,2,1,0,5360.29345703125,1,0,1,1,1,8,0,2,0,1,3,0
3,0,0,3,0,2,9020.9697265625,1,1,1,1,0,8,0,1,0,1,1,0
0,1,0,0,0,1,1734.52392578125,1,0,0,0,0,11,0,0,0,0,1,0
3,1,0,1,2,2,9260.330078125,1,1,0,1,0,9,0,0,0,0,2,1
1,1,0,0,1,1,2422.697265625,0,1,0,0,2,14,0,0,0,1,2,1
3,0,0,1,2,2,8891.4267578125,1,0,1,1,1,9,1,2,0,0,103,0
0,1,0,0,0,1,75.99141693115234,1,1,0,0,2,8,0,0,0,0,2,1
0,0,0,0,0,3,2124.149658203125,1,1,0,0,0,10,0,0,0,0,2,1
1,0,0,1,2,2,8712.369140625,1,1,0,0,0,12,0,2,0,1,1,0
2,0,0,1,2,2,8448.5302734375,1,1,1,1,0,7,1,2,0,3,103,0
2,1,0,2,0,0,9000.697265625,0,0,1,1,0,8,0,1,0,3,3,0
1,1,0,0,0,3,6645.4697265625,1,1,0,1,0,6,0,0,0,0,2,1
2,0,0,1,0,0,7819.74169921875,1,0,0,1,1,8,1,2,0,2,103,0
2,1,0,0,2,2,7786.9169921875,1,0,1,0,0,12,0,2,0,2,1,0
1,0,0,0,0,1,2950.5556640625,0,1,0,0,0,13,0,0,0,1,101,1
3,1,0,3,0,2,8806.3583984375,1,0,1,1,0,8,0,5,0,3,3,0
1,1,0,1,0,2,6413.82275390625,1,0,0,0,0,21,0,0,0,1,101,0
2,0,0,2,0,0,7501.1357421875,1,1,1,1,0,5,0,3,2,4,100,0
1,0,0,1,0,1,703.734619140625,0,1,1,1,0,8,0,0,0,1,1,0
2,1,0,2,0,2,7074.169921875,1,0,1,1,2,6,0,9,0,1,100,0
2,0,0,1,2,2,8186.25,1,1,1,1,0,8,0,3,1,5,100,0
2,1,0,2,0,2,3965.48583984375,0,0,1,1,0,8,0,2,0,6,3,0
3,0,0,3,0,2,7914.13671875,1,0,1,1,0,8,0,2,0,3,3,0
2,0,0,2,0,2,8259.1376953125,1,1,1,1,1,8,0,5,1,3,100,0
0,0,0,0,0,1,3412.497802734375,1,1,0,0,2,22,0,0,0,0,101,0
2,0,0,2,0,2,6060.72412109375,0,0,1,1,0,5,0,2,0,3,3,0
1,0,0,0,2,1,9192.2705078125,1,1,0,1,0,13,0,0,0,0,1,1
1,1,0,1,0,1,9166.7138671875,1,1,0,0,0,11,0,1,0,1,1,0
2,1,1,1,1,1,5447.89599609375,0,1,0,1,0,8,0,2,0,0,102,1
1,1,0,1,1,1,1410.4329833984375,0,1,1,1,0,8,0,2,0,1,2,0
1,1,0,1,0,2,6164.5703125,1,1,1,1,0,8,0,1,0,1,1,0
1,1,0,1,0,2,9120.44140625,1,1,0,0,0,17,1,0,0,0,103,1
0,1,0,0,0,1,2746.60546875,1,1,0,0,0,12,0,0,0,0,2,0
0,0,0,1,0,2,6098.26611328125,1,0,0,0,0,11,1,2,0,2,1,0
2,0,0,0,1,1,6639.3212890625,1,1,1,0,2,9,0,0,2,0,101,0
2,1,0,2,2,2,8330.443359375,1,0,1,1,0,8,0,2,0,2,1,0
0,0,0,0,0,3,1579.0264892578125,0,0,1,1,2,11,0,0,0,0,1,1
0,0,0,0,0,1,2968.184326171875,0,1,0,0,0,21,0,0,0,0,101,0
1,0,0,1,1,2,8200.939453125,1,0,0,0,2,21,0,0,0,0,101,0
3,0,0,0,2,2,5826.638671875,1,0,0,1,0,12,0,0,0,0,1,0
2,1,0,1,0,2,7271.3095703125,1,0,0,1,0,11,1,1,0,3,103,0
3,1,0,3,0,2,8848.216796875,1,0,1,1,0,6,0,5,0,3,100,0
0,0,0,0,2,0,7338.7470703125,1,0,0,0,0,13,0,0,0,0,2,1
3,1,0,1,2,0,7811.8486328125,1,0,1,1,0,9,0,1,0,3,1,0
2,0,0,0,0,2,6996.55078125,0,0,1,1,2,21,0,0,0,0,101,0
3,1,0,1,0,2,6937.09521484375,1,1,1,1,2,8,0,0,0,0,1,0
2,0,0,2,0,0,3929.19189453125,0,0,1,0,0,10,0,2,0,1,3,0
1,0,0,0,0,3,2178.87890625,1,1,0,1,0,12,0,0,0,0,1,0
3,0,0,2,2,2,8013.42236328125,1,0,1,1,2,5,1,2,0,2,103,0
1,0,0,1,1,3,9099.3837890625,1,1,0,1,2,14,0,0,0,0,1,0
1,1,0,0,0,2,6932.8896484375,0,0,0,1,2,5,0,1,0,0,101,1
0,0,0,0,0,1,2537.12060546875,0,1,0,0,2,16,0,0,0,0,2,1
2,1,0,2,2,2,6564.2880859375,1,1,1,1,2,8,0,5,0,3,3,0
1,1,0,1,0,2,5766.69189453125,0,1,1,1,0,10,0,2,0,2,2,1
0,1,0,0,0,0,4148.79833984375,1,1,0,0,0,10,1,0,0,0,103,0
1,1,0,1,0,2,6150.70751953125,0,0,0,0,0,11,1,2,0,2,103,1
2,0,0,1,2,2,8641.1767578125,1,1,1,1,2,7,0,2,0,4,1,0
0,1,0,0,0,1,1303.1702880859375,0,1,0,0,0,11,0,0,0,0,2,1
2,0,0,2,0,2,8716.4482421875,1,0,1,1,0,11,0,2,0,4,3,0
2,0,0,2,0,0,7503.69775390625,1,0,1,0,0,10,0,2,2,2,1,0
3,1,0,3,2,2,9126.365234375,1,0,1,1,0,7,0,2,0,4,100,0
1,0,0,1,0,1,1093.356689453125,0,1,0,0,0,10,1,2,0,1,103,0
2,1,0,0,0,2,1721.3271484375,1,0,1,1,0,16,1,2,0,6,103,0
2,1,0,2,0,0,4737.46240234375,0,1,0,1,1,11,0,3,0,2,3,0
2,1,0,1,0,2,8203.8544921875,1,0,0,1,0,11,0,2,0,3,1,0
1,0,0,1,0,2,8679.6240234375,1,1,0,0,0,10,1,1,0,0,103,0
1,1,0,1,0,1,5366.51416015625,0,1,0,0,0,13,1,0,0,1,2,1
1,0,0,1,0,0,8100.93603515625,0,0,1,0,0,12,0,1,0,2,1,0
0,0,0,0,0,0,1238.0166015625,0,1,0,1,1,6,0,0,0,0,2,1
0,0,0,0,0,2,9215.6904296875,0,0,1,1,2,10,0,0,0,0,1,1
1,1,1,1,0,1,8752.0087890625,0,1,0,1,0,8,0,0,0,0,102,1
3,1,0,3,0,2,7074.9638671875,1,1,0,1,0,11,0,2,0,5,1,0
1,1,0,0,0,3,6597.59423828125,1,1,1,1,0,5,1,0,0,0,103,0
3,1,0,3,0,2,8568.333984375,1,0,1,1,0,11,0,1,0,3,3,0
1,0,0,1,0,1,9224.8193359375,0,1,0,0,0,11,1,0,0,0,103,0
1,1,0,1,0,1,606.2750244140625,0,1,0,1,0,8,0,1,0,3,2,1
1,1,0,1,1,1,872.11181640625,0,1,0,0,0,8,0,0,0,1,2,0
2,0,0,1,1,2,9142.5498046875,1,0,1,0,1,8,1,2,0,0,103,0
1,1,0,1,0,1,9019.23046875,1,1,1,1,2,5,0,1,1,3,100,0
0,0,0,0,0,1,4412.77294921875,1,1,0,0,0,13,0,0,0,0,101,0
0,0,0,0,0,1,3161.6953125,0,1,0,0,2,21,0,0,0,0,101,1
0,0,0,0,0,1,2303.57080078125,0,0,0,0,2,11,0,0,0,0,2,0
0,0,0,0,0,1,846.1904907226562,0,0,0,0,0,16,1,0,0,0,103,1
0,0,0,0,1,2,9362.041015625,1,0,1,0,0,10,1,0,0,0,103,0
1,0,0,0,2,2,9184.9423828125,1,0,0,0,0,16,0,0,0,0,101,0
2,0,0,0,1,2,7814.92236328125,1,1,0,0,0,9,1,2,0,0,103,0
1,0,0,1,2,2,8429.84375,1,0,0,0,0,13,1,3,1,1,103,0
2,1,0,1,0,2,9284.3271484375,0,0,0,1,0,11,0,2,0,2,3,0
0,0,0,0,0,1,5283.27880859375,1,1,0,1,2,14,0,0,0,0,2,1
2,0,0,1,0,0,8177.9521484375,0,0,0,0,0,12,0,1,0,2,1,0
2,1,0,1,2,2,7573.9072265625,0,0,1,1,0,8,0,2,0,2,3,0
1,1,0,0,1,3,1023.067626953125,1,1,0,0,0,14,0,0,0,0,2,1
2,0,0,0,0,0,6206.93017578125,0,0,0,1,1,21,0,0,0,0,101,0
2,0,0,2,2,2,8167.9775390625,1,0,1,1,1,4,0,2,0,5,3,0
2,1,0,2,0,0,5468.21337890625,0,0,1,1,1,8,0,2,0,1,100,0
0,1,0,0,0,1,7832.98193359375,1,1,0,0,0,14,0,0,0,0,2,0
2,0,0,2,2,2,5385.8447265625,1,0,0,1,0,8,0,2,0,2,1,0
0,0,0,0,1,2,9144.5087890625,0,0,0,0,0,16,1,0,0,0,103,0
2,1,0,2,0,0,6376.61181640625,1,1,1,1,0,8,0,1,2,4,100,0
3,0,0,2,0,2,6976.59033203125,1,1,1,1,0,6,0,1,0,4,3,0
2,1,0,2,0,0,3481.83544921875,0,0,1,1,0,8,0,1,2,6,100,0
2,1,0,2,2,2,6447.46435546875,1,1,1,1,0,8,0,5,0,1,1,0
3,0,1,0,0,0,7305.7255859375,0,1,1,1,0,8,0,0,0,0,102,0
1,1,0,1,0,0,6488.69775390625,1,0,1,1,0,8,0,1,0,2,1,0
2,1,0,2,1,1,3159.642578125,1,0,0,1,0,8,0,2,0,6,100,0
2,1,0,1,2,2,7230.99560546875,1,1,1,0,0,12,0,2,0,1,100,0
2,0,0,1,0,2,5077.3310546875,0,0,0,1,0,9,0,2,0,3,1,0
2,1,0,2,2,2,4886.50439453125,1,1,0,0,0,12,0,2,0,2,3,0
2,1,0,1,0,0,8526.5419921875,1,0,0,1,0,14,0,2,2,2,100,0
2,0,0,2,0,2,8262.943359375,1,1,0,1,2,6,0,2,1,0,1,0
0,0,0,0,0,0,8178.59326171875,0,1,0,0,1,12,0,0,2,0,100,0
1,1,0,1,0,1,1100.9952392578125,1,1,1,0,0,8,0,2,0,3,1,0
1,1,0,1,2,2,6223.56494140625,1,0,1,0,0,12,0,2,0,0,1,0
0,1,0,0,1,2,9391.150390625,1,0,0,0,0,16,1,0,0,0,103,0
3,1,0,2,0,2,7363.666015625,1,0,1,1,0,12,0,2,2,8,100,0
3,1,0,3,0,2,4122.72900390625,1,0,1,1,1,8,0,6,2,7,100,0
0,0,0,0,0,2,7960.3486328125,0,0,0,0,0,16,0,0,0,0,101,0
0,1,0,0,0,0,2428.720703125,0,1,0,1,2,12,0,0,0,0,2,1
1,0,0,1,1,0,5634.79541015625,1,0,1,1,3,8,0,1,0,1,1,0
0,1,0,0,2,2,5128.0810546875,1,1,1,1,0,12,0,6,2,5,100,0
2,0,0,1,0,2,7709.6630859375,0,0,1,0,0,15,0,1,0,0,101,0
2,0,0,0,2,2,8706.23046875,1,1,1,1,0,10,0,0,0,0,1,0
1,1,0,1,0,2,8051.15283203125,1,0,0,1,0,11,1,3,0,1,103,0
0,1,0,0,0,3,4676.796875,1,1,1,0,2,8,0,0,0,0,2,1
2,0,0,2,0,1,8671.6884765625,1,0,0,0,0,11,0,3,0,1,3,0
3,0,0,1,0,2,9104.9375,1,0,1,1,0,11,0,1,0,1,1,0
2,1,0,1,0,0,6194.6259765625,1,1,0,0,0,11,0,1,0,2,1,0
3,1,0,3,0,2,7681.734375,0,0,1,1,0,8,0,1,0,3,3,0
0,0,0,0,0,2,6908.55517578125,0,0,1,1,2,21,0,0,0,0,101,1
1,1,0,0,0,0,4901.9296875,0,0,0,0,2,17,0,0,0,1,2,0
1,0,0,1,2,2,8120.82666015625,1,0,1,1,2,5,0,1,0,0,1,0
0,1,0,0,0,0,1108.0423583984375,1,1,0,0,0,16,1,0,0,0,103,0
2,1,0,1,0,2,7017.71240234375,1,0,1,0,0,6,1,1,0,1,103,0
2,1,0,1,0,0,6984.90380859375,1,1,1,1,0,9,0,2,0,4,1,0
2,0,0,2,0,2,7610.06982421875,1,0,0,1,0,6,0,3,0,2,3,0
0,0,0,0,0,1,1939.885498046875,0,1,0,0,0,13,0,0,0,0,2,0
1,0,0,1,1,2,7801.72119140625,1,0,1,0,1,8,1,2,0,1,103,0
1,0,0,1,0,0,838.0183715820312,0,0,1,1,2,8,0,3,2,0,101,0
2,1,0,2,2,2,7762.11669921875,0,1,0,1,0,12,0,2,0,3,3,0
2,0,0,1,0,2,4709.41015625,1,0,1,1,0,11,0,2,0,1,1,0
3,0,0,0,1,2,8281.0185546875,1,0,1,1,0,8,0,0,0,0,1,0
1,0,0,0,0,1,1976.0096435546875,1,1,0,1,2,8,0,0,0,0,101,0
0,1,0,0,0,1,788.8263549804688,1,1,0,1,2,8,0,0,0,0,2,1
1,0,0,0,0,0,1617.0633544921875,0,0,1,0,0,21,0,0,0,0,101,0
0,0,0,0,0,1,4538.517578125,1,1,0,0,2,21,0,0,0,0,2,0
1,1,0,1,0,0,6146.58251953125,1,1,0,1,0,11,0,3,0,1,1,0
1,1,1,1,0,2,8415.1083984375,0,0,0,1,0,14,0,0,2,1,102,0
0,0,0,0,1,1,7455.52685546875,1,1,0,0,1,15,1,0,0,0,103,1
1,1,0,1,0,0,6672.80712890625,1,0,0,1,2,8,0,2,0,3,101,0
1,0,0,1,0,0,6144.6513671875,1,0,1,0,0,13,0,1,0,3,1,0
1,1,0,1,0,1,1465.8616943359375,1,1,1,1,0,12,0,3,2,7,100,0
1,1,0,0,0,1,5351.1708984375,0,1,0,0,0,21,0,0,1,0,101,1
1,1,0,1,0,0,6919.37841796875,1,0,0,0,0,12,0,2,0,2,1,0
2,1,0,2,0,2,6445.28173828125,1,1,1,1,0,9,0,2,0,6,1,0
0,0,0,1,0,0,2074.7431640625,1,0,0,0,0,21,0,0,0,0,101,0
2,1,0,1,0,0,5802.48291015625,1,0,1,1,1,8,0,3,0,2,1,0
3,0,0,3,0,2,6291.20751953125,0,1,1,1,0,8,0,1,0,5,100,0
2,0,0,0,1,2,9350.603515625,1,0,1,1,0,11,0,0,0,0,1,0
1,1,0,1,0,0,4868.34033203125,0,1,0,1,2,8,0,2,0,1,1,1
0,1,0,0,0,2,5402.94384765625,0,1,0,0,0,14,0,0,0,0,2,1
1,0,0,0,1,3,1359.9134521484375,1,1,0,0,2,12,0,0,0,0,2,0
3,1,0,3,1,2,8225.8720703125,1,0,1,1,0,8,1,2,0,7,103,0
1,0,0,1,2,2,9327.8271484375,1,0,0,0,0,9,0,0,0,0,101,0
2,1,0,2,0,1,5634.19140625,1,1,1,1,0,8,0,2,1,3,100,0
2,1,0,1,0,0,6083.95263671875,1,1,1,1,0,8,0,1,0,3,3,0
3,1,0,3,0,2,8759.900390625,1,0,1,1,0,11,0,2,0,7,100,0
0,1,0,0,0,1,9158.2998046875,0,1,0,0,0,13,0,0,0,3,2,1
2,0,0,1,1,2,9202.3056640625,1,0,0,0,0,9,1,2,0,1,103,0
0,1,0,0,0,1,912.4729614257812,1,1,0,0,2,14,0,0,0,0,2,1
2,0,0,2,2,2,8905.208984375,1,0,1,0,2,5,0,5,0,1,100,0
2,1,0,2,2,2,8669.01953125,1,1,1,1,2,4,1,2,0,1,103,1
1,1,0,1,0,0,9275.828125,0,0,1,0,0,8,0,2,0,2,1,0
2,1,0,2,2,2,7188.46142578125,1,0,1,0,1,5,0,2,0,5,3,0
3,0,0,3,0,2,3812.712646484375,1,1,0,1,2,8,0,2,2,1,1,0
0,0,0,0,0,0,7069.4697265625,1,1,0,1,0,8,0,0,0,0,2,1
1,0,0,1,0,2,9218.90625,1,1,0,0,2,13,0,2,0,0,2,0
2,0,0,0,1,0,8661.1044921875,0,0,0,0,1,10,1,3,0,1,103,0
3,1,0,3,0,0,1625.93408203125,0,0,1,1,0,8,0,5,2,3,100,0
1,1,0,0,0,0,4644.6494140625,1,1,0,1,0,17,0,0,0,0,2,1
1,1,0,0,0,0,729.6486206054688,0,1,0,1,0,14,0,0,0,0,2,1
1,1,0,1,0,1,9180.6123046875,1,1,0,1,2,21,0,0,0,0,101,0
1,0,0,1,0,0,7599.63427734375,1,0,1,0,0,21,0,1,0,1,101,0
2,0,0,2,2,2,8849.1640625,1,0,1,1,1,7,0,2,0,0,1,0
2,1,0,2,0,2,9188.4638671875,0,0,1,1,0,8,1,1,0,2,103,0
0,0,0,0,0,0,5930.0888671875,1,1,0,1,0,12,0,0,0,0,2,0
0,0,0,0,0,1,1067.1197509765625,0,1,0,0,0,17,0,0,0,0,2,1
2,0,0,0,0,0,6616.7158203125,1,1,0,1,0,8,0,0,0,0,1,0
1,1,0,1,0,0,9207.892578125,1,1,0,0,0,11,1,2,0,1,103,0
3,1,0,3,2,2,7831.70703125,1,1,1,1,2,7,0,7,1,0,100,0
2,1,0,2,0,1,3650.882080078125,0,1,0,1,0,8,0,2,0,3,1,1
2,0,0,0,0,2,8872.697265625,1,1,1,1,3,5,0,0,0,0,1,0
1,0,0,1,0,0,6110.7587890625,1,1,0,0,0,12,0,0,0,1,1,0
1,1,1,1,1,1,2972.4169921875,0,1,0,1,2,8,0,2,0,0,102,0
2,1,0,1,0,2,8180.1357421875,1,1,1,1,0,8,0,1,1,2,100,0
2,0,0,1,0,0,6708.47509765625,1,1,0,1,0,21,0,2,0,0,101,0
2,0,0,0,2,0,6841.08251953125,0,0,1,0,3,16,0,0,0,0,2,0
2,0,0,2,0,2,5317.193359375,0,0,1,1,1,8,0,2,0,3,3,0
3,0,0,3,0,2,6112.49853515625,1,0,1,1,0,7,0,2,0,0,100,0
2,0,0,0,0,0,8577.654296875,0,0,1,1,2,8,0,1,0,0,1,0
1,0,0,1,0,2,8830.0146484375,1,1,1,1,0,6,0,1,1,1,101,0
1,1,0,0,0,0,8168.54150390625,1,1,0,0,0,10,1,0,0,1,103,1
2,0,0,2,2,2,8725.5458984375,0,0,0,1,1,9,0,2,0,0,1,0
2,1,0,0,0,0,889.3001708984375,1,1,1,1,1,21,0,0,0,0,101,0
0,1,0,1,1,2,9243.71875,0,1,0,0,0,16,1,0,0,0,103,0
2,1,0,2,0,0,7658.1494140625,0,1,1,1,0,8,0,1,0,3,3,0
1,0,0,1,0,1,3891.8427734375,0,0,0,0,2,21,0,1,0,1,101,0
1,1,0,1,0,1,3859.852783203125,1,1,0,1,0,14,0,3,0,1,1,0
2,0,0,2,0,2,8501.83203125,1,0,1,1,0,5,0,1,1,1,100,0
0,0,0,0,0,0,7777.68359375,1,1,0,0,2,12,0,0,0,0,101,0
1,0,0,1,1,0,6284.46240234375,0,0,1,0,0,9,0,1,0,0,1,0
3,0,0,1,2,2,9051.7666015625,1,0,1,1,0,8,1,2,0,1,103,0
0,0,0,0,0,1,148.94482421875,1,1,0,0,1,11,1,0,0,0,103,0
1,0,0,0,0,2,9178.3583984375,1,1,0,1,0,8,0,0,0,0,1,0
1,1,1,0,0,2,9133.4736328125,0,1,0,1,0,12,0,0,0,0,102,0
1,1,0,0,1,1,1240.8369140625,1,1,0,0,0,9,1,0,0,0,103,1
1,1,0,1,0,0,1000.5883178710938,0,0,1,1,0,5,0,1,0,1,2,0
1,1,0,1,0,1,5691.2900390625,1,1,0,1,0,11,0,0,0,1,1,0
1,1,0,1,2,2,5263.1474609375,0,1,1,1,0,8,1,3,1,2,103,1
1,1,0,1,0,2,9303.7412109375,0,1,0,0,0,16,0,2,0,2,2,0
2,1,0,1,0,2,6828.10107421875,1,1,1,1,0,9,0,2,2,2,100,0
2,1,0,1,0,2,9295.87109375,0,0,1,1,0,6,1,1,0,2,103,0
0,0,0,0,1,2,1575.5704345703125,0,1,0,0,0,17,1,2,0,1,103,0
3,0,0,3,0,2,7569.58056640625,1,0,1,1,2,6,0,5,1,3,100,0
2,1,0,2,2,2,7276.3203125,1,0,1,1,0,8,0,2,2,2,100,0
1,1,0,1,0,0,3212.872802734375,0,0,1,1,0,8,0,1,0,2,100,0
3,0,0,1,2,2,9105.7998046875,0,1,1,0,0,10,1,3,0,3,103,0
1,1,0,0,0,0,9175.3115234375,0,0,0,0,0,16,1,0,0,0,103,1
3,1,0,3,0,2,8863.521484375,0,0,1,1,0,21,0,6,0,2,100,0
0,0,0,0,0,1,250.44371032714844,0,1,0,0,2,13,0,0,0,0,2,1
2,0,0,1,2,2,7889.50537109375,1,0,0,1,0,10,1,2,0,1,103,0
3,1,0,0,0,2,8163.6005859375,0,0,1,1,0,7,0,2,0,0,2,1
2,0,0,1,0,1,8168.77783203125,1,1,1,1,0,8,0,1,1,1,101,0
1,1,0,1,0,0,8434.525390625,1,0,0,0,0,10,1,3,0,2,103,0
2,1,0,2,0,2,7669.03857421875,1,0,1,1,1,6,1,2,0,3,103,0
2,1,0,3,2,2,6068.79833984375,1,1,1,0,0,21,0,3,2,0,100,0
2,0,0,1,0,0,8740.568359375,1,0,1,1,0,8,0,0,0,0,1,0
3,0,0,0,0,2,8215.16015625,1,1,1,1,0,11,0,0,0,0,1,0
1,1,0,1,0,0,7898.3701171875,1,0,0,1,2,8,0,0,0,0,101,0
1,0,0,1,0,1,526.10205078125,1,1,1,0,0,8,0,1,2,1,101,0
3,1,0,3,0,2,4993.44091796875,1,1,1,1,0,6,0,1,1,4,100,0
3,1,0,1,2,2,5427.35693359375,1,0,1,1,0,9,0,2,0,0,1,0
2,0,0,2,2,2,8450.736328125,1,0,1,0,0,12,0,2,0,3,3,0
0,0,0,0,0,1,3198.70458984375,0,1,0,0,0,13,0,0,0,0,2,1
1,1,0,0,0,1,904.552978515625,1,1,0,0,0,11,0,0,0,0,2,0
1,1,0,0,1,0,7122.57666015625,0,0,1,1,0,8,0,0,0,0,1,1
3,0,0,3,0,2,3806.202392578125,0,1,1,1,0,8,0,2,0,6,100,0
1,0,0,0,0,1,8093.53173828125,0,1,0,0,0,12,0,0,0,0,2,1
2,1,0,0,0,2,9352.201171875,1,0,1,0,0,11,1,0,0,2,103,0
0,0,0,0,0,1,1943.02490234375,0,1,0,0,1,12,0,0,0,0,2,1
1,1,0,1,2,1,4535.6640625,0,0,1,0,1,8,0,2,0,2,3,0
3,1,0,3,1,1,4218.9228515625,0,1,1,1,0,8,0,2,0,2,100,0
1,1,0,1,2,1,8610.7021484375,1,1,0,1,0,11,0,0,0,0,1,0
2,0,0,1,2,2,7484.93505859375,1,0,1,0,0,8,1,2,0,1,103,0
0,0,0,0,0,1,3242.513916015625,0,1,0,0,0,16,0,0,0,0,101,0
0,0,0,0,0,1,2360.45751953125,1,1,0,0,0,11,0,0,2,0,100,0
3,0,0,1,0,2,7902.24462890625,1,0,1,1,0,11,0,2,0,1,1,0
0,1,0,0,2,3,5827.31298828125,1,1,0,0,0,12,0,0,0,0,2,1
1,0,0,1,2,1,5900.2314453125,0,0,1,0,0,16,0,1,0,1,101,0
2,1,0,1,0,0,8750.2705078125,0,0,1,0,0,8,0,3,0,2,3,0
2,1,0,1,2,2,6712.76806640625,0,0,1,1,0,8,0,2,0,2,1,0
2,0,0,2,1,2,6879.3798828125,0,0,1,0,1,6,1,2,0,3,103,0
0,0,0,0,0,1,2292.619873046875,0,1,0,0,2,21,0,0,0,0,101,0
2,1,0,1,0,2,5549.3056640625,0,1,1,1,0,12,0,6,0,3,100,0
2,1,0,1,1,2,7236.19775390625,1,0,1,1,1,10,1,2,0,1,103,0
1,1,0,1,0,0,4890.07470703125,1,1,0,0,0,11,0,0,0,3,2,0
2,0,0,1,2,0,7491.9697265625,1,1,1,1,0,12,0,2,0,1,1,0
0,1,0,0,0,1,5112.01904296875,0,1,0,1,0,8,0,0,0,0,1,0
3,1,0,2,2,2,5001.169921875,1,0,1,1,0,8,0,4,1,1,100,0
2,0,0,1,2,2,9217.0556640625,1,1,1,0,0,9,0,2,0,1,1,0
1,0,0,0,0,0,9241.0078125,0,1,0,1,2,16,0,0,0,0,2,1
1,0,0,0,0,1,9127.3505859375,1,1,0,0,0,21,0,0,1,0,101,0
2,0,0,1,0,0,6144.23095703125,1,0,1,1,0,12,0,2,0,1,100,0
